//0																					
//Oxygen,  1.01
//Nitrate, 1, 1, 0, -1.7
//Nitrate, 48, 1, 0.6, -1.5
//Nitrate, 134, 1, 0.5, -.5
//Nitrate, 202, 1, -1, 0
//Nitrate, 240, 1, 0, .5
//Nitrate, 274, 1, 0, 0
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		  1298.13	0	  3.3782	0	34.5370	0	27.437	0	54.04	0	16.39	0	43.18	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		  1199.50	0	  3.6252	0	34.5137	0	27.392	0	49.59	0	15.13	0	43.14	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		  1099.68	0	  4.0201	0	34.5076	0	27.344	0	41.31	0	12.73	0	43.77	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   999.52	0	  4.4206	0	34.4894	0	27.284	0	34.14	0	10.62	0	43.74	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   951.16	0	  4.6213	0	34.4814	0	27.254	0	31.31	0	9.79	0	43.65	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   901.16	0	  4.8376	0	34.4716	0	27.221	0	29.09	0	9.14	0	43.42	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   851.32	0	  4.9859	0	34.4593	0	27.193	0	28.08	0	8.85	0	43.44	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   801.46	0	  5.2311	0	34.4474	0	27.153	0	25.65	0	8.14	0	42.87	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   750.97	0	  5.4481	0	34.4387	0	27.119	0	24.14	0	7.69	0	42.84	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   701.74	0	  5.5831	0	34.4002	0	27.071	0	22.62	0	7.23	0	42.25	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   650.94	0	  5.8441	0	34.3804	0	27.021	0	22.12	0	7.11	0	41.58	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   601.66	0	  5.9653	0	34.2956	0	26.935	0	25.65	0	8.27	0	40.46	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   551.47	0	  6.2690	0	34.1640	0	26.787	0	41.71	0	13.53	0	37.49	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   500.95	0	  6.8410	0	34.1043	0	26.66	0	71.00	0	23.33	0	34.33	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   450.35	0	  8.0067	0	34.0985	0	26.487	0	106.56	0	35.96	0	28.64	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   401.63	0	  8.9625	0	34.0811	0	26.324	0	143.52	0	49.49	0	22.79	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   381.14	0	  9.2508	0	34.0911	0	26.286	0	161.40	0	56.01	0	21.64	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   360.93	0	  9.7012	0	34.1026	0	26.222	0	169.98	0	59.59	0	19.67	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   351.43	0	  9.9149	0	34.1098	0	26.192	0	173.72	0	61.19	0	18.98	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   341.63	0	 10.0376	0	34.1102	0	26.172	0	176.35	0	62.28	0	18.46	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   331.48	0	 10.4419	0	34.1192	0	26.11	0	175.74	0	62.62	0	18.02	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   321.87	0	 11.0853	0	34.1461	0	26.019	0	171.70	0	62.04	0	16.01	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   311.58	0	 11.9887	0	34.1775	0	25.879	0	171.70	0	63.26	0	14.61	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   301.47	0	 12.3482	0	34.2007	0	25.831	0	170.39	0	63.26	0	13.58	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   290.83	0	 12.6873	0	34.2315	0	25.791	0	171.90	0	64.29	0	12.38	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   281.13	0	 13.1837	0	34.2803	0	25.734	0	176.14	0	66.58	0	10.98	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   271.33	0	 13.5908	0	34.3220	0	25.688	0	179.58	0	68.47	0	10.10	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   260.38	0	 14.0517	0	34.3673	0	25.631	0	182.71	0	70.34	0	9.07	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   251.12	0	 14.4720	0	34.3918	0	25.564	0	184.02	0	71.46	0	8.13	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   241.53	0	 14.9200	0	34.4318	0	25.502	0	183.72	0	72.01	0	8.03	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   231.38	0	 16.2831	0	34.6103	0	25.35	0	181.50	0	73.16	0	6.30	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   221.37	0	 17.2683	0	34.7559	0	25.245	0	183.21	0	75.35	0	4.88	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   208.78	0	 18.8570	0	35.0266	0	25.086	0	182.91	0	77.65	0	3.35	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   201.54	0	 19.3391	0	35.1213	0	25.044	0	186.55	0	79.96	0	2.63	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   191.30	0	 19.5168	0	35.1647	0	25.035	0	191.09	0	82.20	0	2.44	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   180.95	0	 19.9119	0	35.2340	0	24.991	0	193.52	0	83.88	0	2.04	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   171.11	0	 20.1011	0	35.2696	0	24.972	0	195.74	0	85.16	0	1.79	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   161.03	0	 20.3959	0	35.3097	0	24.928	0	197.05	0	86.21	0	1.35	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   151.40	0	 20.6022	0	35.3320	0	24.892	0	198.87	0	87.35	0	0.92	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   140.85	0	 20.9216	0	35.3445	0	24.816	0	202.00	0	89.25	0	0.37	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   130.94	0	 21.2602	0	35.3384	0	24.718	0	205.64	0	91.41	0	0.36	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   121.66	0	 21.6899	0	35.3316	0	24.593	0	209.17	0	93.70	0	0.10	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   111.72	0	 22.1124	0	35.3056	0	24.452	0	212.81	0	96.03	0	0.01	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		   101.80	0	 22.5186	0	35.2875	0	24.321	0	215.94	0	98.14	0	0.13	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    96.44	0	 22.9295	0	35.2818	0	24.197	0	216.34	0	99.03	0	0.45	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    91.61	0	 23.1352	0	35.2746	0	24.131	0	219.57	0	100.87	0	0.41	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    86.50	0	 24.3106	0	35.2623	0	23.769	0	222.40	0	104.27	0	0.42	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    81.69	0	 25.9993	0	35.3132	0	23.285	0	205.94	0	99.39	0	0.29	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    76.76	0	 25.9828	0	35.3032	0	23.281	0	205.43	0	99.11	0	0.43	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    71.12	0	 25.9808	0	35.3019	0	23.281	0	205.23	0	99.01	0	0.27	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    66.29	0	 25.9778	0	35.3009	0	23.281	0	205.23	0	99.01	0	0.22	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    60.94	0	 25.9781	0	35.3005	0	23.281	0	205.23	0	99.01	0	0.34	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    56.17	0	 25.9774	0	35.2999	0	23.28	0	205.33	0	99.05	0	0.34	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    51.46	0	 25.9745	0	35.2989	0	23.28	0	205.54	0	99.15	0	0.26	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    46.06	0	 25.9738	0	35.3001	0	23.282	0	205.54	0	99.15	0	0.13	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    41.07	0	 25.9725	0	35.2999	0	23.282	0	205.43	0	99.09	0	0.41	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    36.20	0	 25.9705	0	35.2997	0	23.282	0	205.64	0	99.19	0	0.28	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    31.69	0	 25.9697	0	35.2997	0	23.283	0	205.43	0	99.09	0	0.35	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    26.33	0	 25.9689	0	35.2998	0	23.283	0	205.54	0	99.14	0	0.37	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    21.21	0	 25.9666	0	35.3005	0	23.284	0	205.33	0	99.04	0	0.02	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    16.46	0	 25.9708	0	35.3013	0	23.284	0	205.54	0	99.14	0	0.18	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		    11.48	0	 25.9692	0	35.3010	0	23.284	0	205.43	0	99.09	0	0.23	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690		     7.69	0	 25.9684	0	35.3014	0	23.285	0	205.43	0	99.09	0	0.12	0
6401Hawaii	 1	C	11/06/2009	15:36	202.012	 22.690																	
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		  1196.54	0	  3.6693	0	34.5139	0	27.388	0	47.57	0	14.53	0	42.11	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		  1098.70	0	  4.0471	0	34.5110	0	27.344	0	40.30	0	12.43	0	42.77	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   999.85	0	  4.4218	0	34.4883	0	27.283	0	33.53	0	10.43	0	42.61	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   951.46	0	  4.6389	0	34.4795	0	27.251	0	30.60	0	9.57	0	42.54	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   900.96	0	  4.8121	0	34.4749	0	27.226	0	28.99	0	9.10	0	42.60	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   851.35	0	  4.9476	0	34.4645	0	27.202	0	27.57	0	8.69	0	42.36	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   801.33	0	  5.2229	0	34.4566	0	27.162	0	25.45	0	8.07	0	42.17	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   750.77	0	  5.5436	0	34.4405	0	27.109	0	23.03	0	7.36	0	41.71	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   700.70	0	  5.8116	0	34.4115	0	27.051	0	21.31	0	6.85	0	40.99	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   651.34	0	  5.8470	0	34.3530	0	26.998	0	22.32	0	7.18	0	40.48	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   601.37	0	  5.9597	0	34.2662	0	26.912	0	27.17	0	8.76	0	39.24	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   551.64	0	  6.3861	0	34.1467	0	26.757	0	47.77	0	15.54	0	36.14	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   500.99	0	  7.1350	0	34.0993	0	26.614	0	79.89	0	26.43	0	32.11	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   451.45	0	  8.0872	0	34.0543	0	26.438	0	119.69	0	40.46	0	26.22	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   401.01	0	  9.3315	0	34.0882	0	26.271	0	157.76	0	54.85	0	20.38	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   381.38	0	  9.7437	0	34.1030	0	26.215	0	168.67	0	59.18	0	18.75	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   360.92	0	 10.0675	0	34.1067	0	26.164	0	174.63	0	61.71	0	18.04	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   351.74	0	 10.4936	0	34.1278	0	26.108	0	171.60	0	61.21	0	17.29	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   341.35	0	 10.9908	0	34.1425	0	26.033	0	170.89	0	61.62	0	16.09	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   331.25	0	 11.4586	0	34.1608	0	25.964	0	173.82	0	63.32	0	14.97	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   321.75	0	 12.0190	0	34.1824	0	25.878	0	171.30	0	63.15	0	13.90	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   308.41	0	 12.4841	0	34.2282	0	25.828	0	173.22	0	64.51	0	12.01	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   301.20	0	 12.7740	0	34.2470	0	25.787	0	176.25	0	66.04	0	11.33	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   291.47	0	 13.0123	0	34.2627	0	25.754	0	180.89	0	68.12	0	10.62	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   280.64	0	 13.6270	0	34.2925	0	25.655	0	181.80	0	69.35	0	9.63	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   271.62	0	 14.3317	0	34.3608	0	25.567	0	180.29	0	69.80	0	8.81	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   261.66	0	 14.4372	0	34.3795	0	25.561	0	179.17	0	69.52	0	8.76	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   251.33	0	 15.3056	0	34.4773	0	25.457	0	176.95	0	69.91	0	7.28	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   241.32	0	 16.3308	0	34.6108	0	25.34	0	177.66	0	71.68	0	5.78	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   231.42	0	 17.1825	0	34.7526	0	25.262	0	182.10	0	74.76	0	4.49	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   221.21	0	 17.9477	0	34.8712	0	25.179	0	183.52	0	76.51	0	3.67	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   211.70	0	 18.5891	0	34.9786	0	25.112	0	183.62	0	77.54	0	3.07	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   201.62	0	 19.1897	0	35.0975	0	25.062	0	186.45	0	79.68	0	2.41	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   191.43	0	 19.6540	0	35.1897	0	25.021	0	191.80	0	82.72	0	1.82	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   181.58	0	 20.1489	0	35.2781	0	24.966	0	196.04	0	85.37	0	1.38	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   171.57	0	 20.4662	0	35.3227	0	24.92	0	198.06	0	86.77	0	0.64	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   161.47	0	 20.7640	0	35.3401	0	24.855	0	200.28	0	88.23	0	0.04	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   150.73	0	 20.9716	0	35.3389	0	24.798	0	202.00	0	89.33	0	0.38	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   141.48	0	 21.2283	0	35.3413	0	24.729	0	203.82	0	90.55	0	-0.14	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   131.30	0	 21.5778	0	35.3264	0	24.62	0	204.53	0	91.43	0	-0.04	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   121.75	0	 22.0137	0	35.3097	0	24.484	0	208.46	0	93.91	0	-0.21	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   111.65	0	 22.3155	0	35.2957	0	24.386	0	213.21	0	96.56	0	-0.04	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		   101.60	0	 22.6746	0	35.2853	0	24.274	0	215.74	0	98.32	0	0.12	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    96.77	0	 22.8176	0	35.2867	0	24.234	0	217.86	0	99.53	0	0.00	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    91.80	0	 22.8609	0	35.2881	0	24.222	0	218.26	0	99.79	0	-0.10	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    86.63	0	 23.1480	0	35.2945	0	24.144	0	221.19	0	101.65	0	0.25	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    81.55	0	 24.5924	0	35.2638	0	23.684	0	221.70	0	104.44	0	0.23	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    76.50	0	 25.4372	0	35.3005	0	23.453	0	216.14	0	103.32	0	0.77	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    71.82	0	 25.9278	0	35.3290	0	23.321	0	205.54	0	99.08	0	0.13	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    66.33	0	 25.9443	0	35.3296	0	23.317	0	205.23	0	98.97	0	0.09	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    61.67	0	 25.9449	0	35.3302	0	23.317	0	205.03	0	98.87	0	0.03	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    56.50	0	 25.9495	0	35.3301	0	23.315	0	205.03	0	98.88	0	-0.05	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    51.46	0	 25.9473	0	35.3306	0	23.316	0	205.13	0	98.92	0	0.18	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    46.84	0	 25.9453	0	35.3303	0	23.317	0	205.13	0	98.92	0	0.25	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    41.75	0	 25.9440	0	35.3311	0	23.318	0	205.23	0	98.97	0	0.10	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    36.69	0	 25.9452	0	35.3300	0	23.317	0	205.43	0	99.07	0	0.14	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    31.41	0	 25.9462	0	35.3308	0	23.317	0	205.33	0	99.02	0	0.14	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    26.42	0	 25.9420	0	35.3308	0	23.318	0	205.54	0	99.11	0	-0.05	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    21.67	0	 25.9410	0	35.3306	0	23.318	0	205.64	0	99.16	0	-0.04	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    16.60	0	 25.9409	0	35.3301	0	23.318	0	205.64	0	99.16	0	-0.08	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		    11.56	0	 25.9392	0	35.3296	0	23.318	0	205.84	0	99.25	0	0.02	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692		     7.80	0	 25.9390	0	35.3290	0	23.318	0	205.94	0	99.30	0	-0.11	0
6401Hawaii	 2	C	11/07/2009	18:43	201.988	 22.692																	
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		  1097.91	0	  4.0223	0	34.5120	0	27.347	0	40.10	0	12.36	0	42.42	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   997.79	0	  4.3848	0	34.4841	0	27.284	0	33.84	0	10.52	0	42.49	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   950.67	0	  4.5565	0	34.4753	0	27.257	0	31.71	0	9.90	0	42.39	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   901.23	0	  4.7630	0	34.4734	0	27.231	0	29.49	0	9.25	0	42.52	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   850.91	0	  4.9603	0	34.4641	0	27.2	0	27.17	0	8.56	0	42.21	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   801.43	0	  5.2320	0	34.4544	0	27.159	0	25.35	0	8.04	0	41.95	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   751.61	0	  5.4312	0	34.4266	0	27.111	0	23.33	0	7.43	0	41.59	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   701.09	0	  5.6103	0	34.3920	0	27.06	0	22.42	0	7.17	0	41.25	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   651.09	0	  5.9250	0	34.3568	0	26.991	0	21.82	0	7.03	0	40.39	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   601.12	0	  6.0128	0	34.2275	0	26.873	0	32.02	0	10.33	0	38.36	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   550.73	0	  6.4577	0	34.1390	0	26.741	0	57.47	0	18.72	0	35.43	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   501.69	0	  7.1039	0	34.0969	0	26.617	0	83.43	0	27.58	0	32.11	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   451.37	0	  7.8663	0	34.0866	0	26.498	0	100.80	0	33.91	0	28.27	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   401.59	0	  8.7883	0	34.0763	0	26.348	0	142.21	0	48.84	0	22.88	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   381.76	0	  9.2184	0	34.0878	0	26.289	0	155.54	0	53.94	0	21.29	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   360.57	0	  9.7257	0	34.1028	0	26.218	0	161.60	0	56.68	0	19.46	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   351.64	0	 10.2839	0	34.1238	0	26.141	0	162.61	0	57.74	0	18.26	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   340.68	0	 10.5075	0	34.1322	0	26.109	0	166.04	0	59.25	0	17.40	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   330.69	0	 10.8652	0	34.1385	0	26.052	0	168.37	0	60.55	0	16.44	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   321.20	0	 11.2185	0	34.1538	0	26.001	0	169.38	0	61.38	0	15.82	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   311.11	0	 11.6754	0	34.1749	0	25.936	0	170.19	0	62.29	0	14.04	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   301.40	0	 12.3759	0	34.2272	0	25.848	0	177.46	0	65.93	0	12.37	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   291.27	0	 12.7836	0	34.2413	0	25.78	0	181.30	0	67.94	0	10.98	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   279.70	0	 13.3666	0	34.2707	0	25.69	0	182.61	0	69.28	0	9.76	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   270.95	0	 14.3027	0	34.3591	0	25.572	0	179.88	0	69.60	0	8.87	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   261.44	0	 14.9633	0	34.4373	0	25.497	0	177.46	0	69.61	0	7.93	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   251.54	0	 15.6714	0	34.5239	0	25.415	0	178.67	0	71.12	0	6.32	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   241.53	0	 16.5357	0	34.6463	0	25.323	0	180.59	0	73.17	0	5.39	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   231.24	0	 17.4418	0	34.7833	0	25.226	0	181.30	0	74.82	0	4.27	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   221.18	0	 18.3477	0	34.9397	0	25.139	0	186.24	0	78.27	0	3.38	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   211.46	0	 19.0076	0	35.0625	0	25.078	0	189.17	0	80.55	0	2.56	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   199.86	0	 19.2673	0	35.1125	0	25.055	0	190.89	0	81.70	0	2.39	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   191.16	0	 19.7820	0	35.2114	0	25.006	0	190.69	0	82.45	0	1.77	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   181.48	0	 20.1403	0	35.2902	0	24.979	0	195.03	0	84.92	0	1.19	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   170.71	0	 20.3191	0	35.3196	0	24.957	0	197.46	0	86.28	0	1.10	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   160.80	0	 20.6243	0	35.3462	0	24.898	0	199.58	0	87.70	0	0.27	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   151.57	0	 20.8058	0	35.3451	0	24.848	0	200.59	0	88.44	0	-0.01	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   141.36	0	 21.0351	0	35.3503	0	24.79	0	203.01	0	89.88	0	-0.02	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   131.36	0	 21.2319	0	35.3623	0	24.746	0	206.44	0	91.73	0	-0.19	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   121.30	0	 21.7885	0	35.3170	0	24.553	0	209.47	0	93.99	0	-0.21	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   111.19	0	 22.3992	0	35.2939	0	24.361	0	211.19	0	95.78	0	-0.08	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		   101.24	0	 22.7679	0	35.2837	0	24.246	0	214.32	0	97.83	0	0.30	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		    96.54	0	 23.0591	0	35.2730	0	24.152	0	218.87	0	100.41	0	0.18	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		    91.64	0	 23.2628	0	35.2621	0	24.083	0	220.58	0	101.55	0	0.06	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		    86.67	0	 23.5407	0	35.2551	0	23.994	0	221.39	0	102.42	0	0.00	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		    81.79	0	 23.8112	0	35.2573	0	23.916	0	221.80	0	103.09	0	-0.01	0
6401Hawaii	 3	C	11/08/2009	20:51	201.977	 22.668		    76.81	0	 24.6946	0	35.2789	0	23.666	0	219.17	0	103.44	0	0.13	0
