//0																					
//Oxygen,  1.10
//Nitrate, 1, 1, 0, 0
//Nitrate, 58, 1, -1, 0
//Nitrate, 137, 1, -2, 0
//Nitrate, 147, 1, 0.6, 0
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth [m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		501.39	0	6.955	0	34.0315	0	26.584	0	118.03	0	38.87	0	30.06	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		450.85	0	7.9869	0	34.0483	0	26.448	0	149.60	0	50.45	0	25.07	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		400.96	0	9.1159	0	34.0825	0	26.301	0	178.97	0	61.92	0	20.00	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		379.21	0	9.6335	0	34.0854	0	26.219	0	191.84	0	67.14	0	17.72	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		361.37	0	10.2197	0	34.1207	0	26.149	0	198.44	0	70.36	0	16.13	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		350.66	0	10.5004	0	34.1365	0	26.114	0	201.19	0	71.78	0	15.14	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		341.47	0	10.8094	0	34.1512	0	26.072	0	204.49	0	73.46	0	14.01	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		331.35	0	11.0286	0	34.1507	0	26.033	0	208.23	0	75.15	0	13.38	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		320.69	0	11.2644	0	34.1757	0	26.011	0	210.43	0	76.34	0	12.59	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		311.06	0	11.5918	0	34.2096	0	25.98	0	211.53	0	77.30	0	11.94	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		301.61	0	12.1323	0	34.2679	0	25.928	0	214.72	0	79.39	0	10.65	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		290.83	0	12.416	0	34.3069	0	25.907	0	217.91	0	81.07	0	9.90	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		280.75	0	12.7557	0	34.3312	0	25.861	0	218.90	0	82.03	0	9.74	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		271.23	0	13.264	0	34.3653	0	25.79	0	219.78	0	83.25	0	8.65	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		261.42	0	13.4229	0	34.374	0	25.765	0	219.34	0	83.36	0	8.23	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		250.47	0	13.6776	0	34.389	0	25.726	0	218.35	0	83.43	0	7.64	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		240.61	0	13.9272	0	34.3968	0	25.682	0	215.71	0	82.85	0	7.40	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		230.94	0	14.2285	0	34.4183	0	25.637	0	212.85	0	82.26	0	7.43	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		220.7	0	14.6765	0	34.4561	0	25.575	0	209.66	0	81.79	0	6.29	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		210.85	0	15.4583	0	34.5256	0	25.464	0	205.70	0	81.54	0	5.08	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		201.52	0	16.2784	0	34.6104	0	25.352	0	201.85	0	81.36	0	4.83	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		191.47	0	17.0957	0	34.7171	0	25.252	0	200.97	0	82.35	0	4.03	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		181.78	0	17.604	0	34.7845	0	25.189	0	199.87	0	82.74	0	3.43	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		171.13	0	18.2787	0	34.864	0	25.092	0	199.65	0	83.76	0	2.59	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		161.03	0	18.8746	0	34.9308	0	25	0	200.09	0	84.92	0	2.17	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		151.25	0	19.3316	0	34.9924	0	24.936	0	202.18	0	86.58	0	1.95	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		141.4	0	20.2054	0	35.1092	0	24.807	0	205.48	0	89.48	0	0.94	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		131.52	0	20.6379	0	35.1627	0	24.737	0	210.21	0	92.30	0	0.65	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		121.01	0	21.2047	0	35.2255	0	24.637	0	216.48	0	96.07	0	-0.05	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		111.05	0	21.6588	0	35.2526	0	24.534	0	219.34	0	98.15	0	-0.14	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		101.37	0	22.169	0	35.2697	0	24.405	0	215.93	0	97.52	0	0.13	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		96.6	0	22.6393	0	35.2808	0	24.28	0	217.58	0	99.09	0	0.10	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		91.63	0	22.9604	0	35.2845	0	24.19	0	222.20	0	101.77	0	-0.13	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		86.82	0	23.5515	0	35.2807	0	24.013	0	224.73	0	104.00	0	-0.04	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		81.79	0	24.0517	0	35.3031	0	23.883	0	226.38	0	105.69	0	-0.29	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		76.59	0	25.1129	0	35.423	0	23.66	0	216.92	0	103.20	0	0.01	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		71.44	0	25.1622	0	35.3797	0	23.607	0	215.38	0	102.53	0	0.42	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		66.19	0	25.0864	0	35.3228	0	23.582	0	215.71	0	102.52	0	0.25	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		61.71	0	25.0983	0	35.3171	0	23.573	0	215.60	0	102.48	0	0.84	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		56.83	0	25.0959	0	35.3172	0	23.574	0	215.82	0	102.58	0	0.19	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		51.76	0	25.0962	0	35.3166	0	23.573	0	215.93	0	102.64	0	0.84	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		46.72	0	25.096	0	35.3166	0	23.574	0	216.15	0	102.74	0	0.79	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		41.23	0	25.094	0	35.317	0	23.574	0	216.37	0	102.84	0	0.19	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		36.37	0	25.0933	0	35.3169	0	23.575	0	216.48	0	102.89	0	0.63	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		31.03	0	25.0908	0	35.3167	0	23.575	0	216.59	0	102.94	0	0.66	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		26.42	0	25.0904	0	35.3167	0	23.575	0	216.70	0	102.99	0	0.65	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		21.46	0	25.089	0	35.3164	0	23.576	0	216.92	0	103.09	0	0.78	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		16.72	0	25.0887	0	35.3169	0	23.576	0	217.14	0	103.20	0	0.32	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		11.6	0	25.089	0	35.3162	0	23.575	0	217.25	0	103.25	0	-0.01	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196		7.21	0	25.0894	0	35.3158	0	23.575	0	217.47	0	103.36	0	0.29	0
5145Hawaii	70	C	11/18/2008	18:12	206.8	22.196															
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		998.56	0	4.0139	0	34.4782	0	27.321	0	47.08	0	14.50	0	41.93	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		950.78	0	4.1764	0	34.4624	0	27.29	0	44.11	0	13.64	0	42.35	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		901.45	0	4.2935	0	34.4395	0	27.258	0	40.15	0	12.45	0	42.42	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		851.32	0	4.4249	0	34.4161	0	27.223	0	36.52	0	11.36	0	42.09	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		800.78	0	4.599	0	34.3805	0	27.174	0	30.69	0	9.58	0	42.56	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		751.21	0	4.69	0	34.3249	0	27.118	0	25.08	0	7.85	0	42.59	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		700.78	0	4.8861	0	34.2491	0	27.032	0	26.84	0	8.43	0	41.73	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		651.06	0	5.1096	0	34.1826	0	26.95	0	34.76	0	10.97	0	40.25	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		601.13	0	5.3577	0	34.0956	0	26.848	0	53.13	0	16.86	0	38.73	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		551.41	0	5.9667	0	34.0462	0	26.73	0	81.95	0	26.38	0	35.21	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		501.17	0	6.9319	0	34.0373	0	26.592	0	117.26	0	38.60	0	30.21	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		451.58	0	8.0452	0	34.05	0	26.44	0	147.07	0	49.67	0	24.53	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		401.57	0	9.4592	0	34.1022	0	26.262	0	185.24	0	64.59	0	18.95	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		381.5	0	9.8169	0	34.1178	0	26.215	0	192.39	0	67.62	0	17.77	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		361.56	0	10.113	0	34.1299	0	26.175	0	200.31	0	70.87	0	16.27	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		351.63	0	10.3237	0	34.1251	0	26.135	0	204.60	0	72.71	0	15.21	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		341.33	0	10.7225	0	34.1465	0	26.084	0	206.58	0	74.07	0	14.01	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		331.62	0	11.1126	0	34.1838	0	26.046	0	210.76	0	76.22	0	12.93	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		320.78	0	11.3976	0	34.2249	0	26.028	0	214.61	0	78.11	0	12.20	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		311.12	0	11.7643	0	34.2534	0	25.985	0	216.81	0	79.54	0	11.41	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		301.44	0	12.1351	0	34.2882	0	25.945	0	218.46	0	80.79	0	10.21	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		290.81	0	12.49	0	34.3127	0	25.897	0	219.45	0	81.78	0	10.21	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		281.43	0	12.8203	0	34.34	0	25.856	0	219.01	0	82.19	0	9.38	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		271.2	0	13.0296	0	34.3515	0	25.825	0	219.67	0	82.80	0	9.06	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		261.01	0	13.1043	0	34.3536	0	25.812	0	219.67	0	82.93	0	8.75	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		251.32	0	13.76	0	34.3917	0	25.712	0	216.59	0	82.90	0	7.88	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		241.32	0	14.1648	0	34.4083	0	25.642	0	213.18	0	82.28	0	7.53	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		230.74	0	14.6166	0	34.438	0	25.572	0	209.99	0	81.81	0	6.45	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		221.4	0	15.1205	0	34.4892	0	25.507	0	207.13	0	81.54	0	6.11	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		211.62	0	15.8659	0	34.566	0	25.407	0	204.05	0	81.56	0	5.29	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		201.34	0	16.8615	0	34.6885	0	25.283	0	200.64	0	81.83	0	4.36	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		191.8	0	17.3506	0	34.7412	0	25.212	0	198.88	0	81.91	0	3.78	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		180.78	0	18.1457	0	34.8393	0	25.103	0	197.45	0	82.61	0	3.15	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		170.9	0	18.6798	0	34.9151	0	25.035	0	197.56	0	83.54	0	2.83	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		161.15	0	19.2804	0	34.9843	0	24.942	0	198.11	0	84.75	0	2.66	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		151.16	0	19.6163	0	35.0273	0	24.892	0	199.87	0	86.06	0	1.90	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		141.39	0	20.0851	0	35.0933	0	24.825	0	202.29	0	87.89	0	1.43	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		131.4	0	20.465	0	35.1382	0	24.763	0	204.82	0	89.64	0	1.56	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		121.46	0	20.906	0	35.1755	0	24.676	0	206.91	0	91.30	0	0.86	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		111.2	0	21.2506	0	35.1977	0	24.6	0	209.88	0	93.20	0	0.10	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		101.81	0	21.7365	0	35.2311	0	24.494	0	213.18	0	95.52	0	-0.75	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		96.74	0	22.1721	0	35.2525	0	24.39	0	216.81	0	97.91	0	-0.40	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		91.68	0	22.5293	0	35.2612	0	24.295	0	218.79	0	99.44	0	-0.37	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		86.81	0	22.9307	0	35.281	0	24.196	0	221.87	0	101.56	0	0.15	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		81.9	0	23.555	0	35.2901	0	24.02	0	224.40	0	103.86	0	-0.21	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		76.93	0	24.847	0	35.3951	0	23.718	0	219.23	0	103.81	0	-0.87	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		71.26	0	24.887	0	35.3997	0	23.71	0	215.71	0	102.22	0	0.00	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		66.39	0	24.8901	0	35.3999	0	23.709	0	215.49	0	102.12	0	0.71	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		61.62	0	24.8916	0	35.3996	0	23.709	0	215.82	0	102.28	0	0.59	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		56.53	0	24.8927	0	35.4001	0	23.709	0	216.04	0	102.38	0	0.22	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		51.35	0	24.895	0	35.4002	0	23.708	0	216.37	0	102.54	0	0.71	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		46.5	0	24.8955	0	35.3998	0	23.707	0	216.59	0	102.65	0	0.60	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		41.68	0	24.8949	0	35.4001	0	23.708	0	216.70	0	102.70	0	0.46	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		36.37	0	24.8966	0	35.4003	0	23.708	0	216.92	0	102.81	0	0.57	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		31.44	0	24.9013	0	35.4011	0	23.707	0	217.03	0	102.87	0	-0.16	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		26.69	0	24.9156	0	35.4005	0	23.702	0	217.36	0	103.05	0	0.09	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		21.62	0	24.9293	0	35.4012	0	23.698	0	217.25	0	103.02	0	0.26	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		16.57	0	24.9297	0	35.4007	0	23.698	0	217.36	0	103.07	0	0.21	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		11.09	0	24.9281	0	35.4012	0	23.699	0	217.58	0	103.17	0	0.31	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258		7.17	0	24.9266	0	35.4011	0	23.699	0	217.80	0	103.28	0	-0.14	0
5145Hawaii	71	C	11/24/2008	1:19	206.959	22.258															
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		997.68	0	4.013	0	34.4781	0	27.321	0	47.63	0	14.67	0	41.74	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		951.1	0	4.1608	0	34.4656	0	27.294	0	45.21	0	13.98	0	41.97	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		900.88	0	4.3382	0	34.4319	0	27.246	0	38.61	0	11.98	0	41.84	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		851.23	0	4.4349	0	34.4115	0	27.218	0	36.08	0	11.22	0	41.84	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		801.56	0	4.5708	0	34.3725	0	27.171	0	29.81	0	9.30	0	42.31	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		751.08	0	4.6855	0	34.3092	0	27.105	0	27.39	0	8.57	0	42.49	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		701.67	0	4.866	0	34.2582	0	27.042	0	28.38	0	8.91	0	41.57	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		650.69	0	5.0596	0	34.1987	0	26.97	0	31.90	0	10.06	0	40.59	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		601.59	0	5.1922	0	34.1167	0	26.886	0	46.09	0	14.57	0	39.19	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		551.08	0	5.8375	0	34.0494	0	26.749	0	77.55	0	24.89	0	35.23	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		501.36	0	6.8015	0	34.0361	0	26.609	0	113.96	0	37.40	0	30.59	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		451.16	0	7.9697	0	34.0487	0	26.451	0	146.19	0	49.28	0	25.35	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		401.25	0	9.2674	0	34.0866	0	26.28	0	181.06	0	62.86	0	19.49	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		381.52	0	9.7158	0	34.1091	0	26.225	0	189.64	0	66.50	0	17.70	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		358.91	0	10.379	0	34.134	0	26.133	0	202.95	0	72.22	0	15.25	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		351.4	0	10.6666	0	34.1702	0	26.113	0	207.79	0	74.42	0	13.93	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		341.4	0	10.8039	0	34.1781	0	26.096	0	212.63	0	76.38	0	13.53	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		331.22	0	10.9982	0	34.1973	0	26.077	0	214.28	0	77.31	0	13.59	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		320.69	0	11.442	0	34.2281	0	26.023	0	216.70	0	78.94	0	12.54	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		311.57	0	11.7552	0	34.2546	0	25.988	0	217.58	0	79.81	0	11.97	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		301.09	0	12.0119	0	34.2729	0	25.955	0	218.90	0	80.74	0	11.00	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		291.26	0	12.3269	0	34.2988	0	25.917	0	219.34	0	81.45	0	10.25	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		281.07	0	12.8576	0	34.33	0	25.841	0	219.12	0	82.29	0	9.41	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		271.05	0	13.1215	0	34.3421	0	25.799	0	218.02	0	82.33	0	8.64	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		261.13	0	13.5196	0	34.3533	0	25.728	0	214.83	0	81.80	0	8.20	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		251.41	0	13.8414	0	34.3807	0	25.686	0	211.64	0	81.13	0	7.81	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		241.25	0	14.3746	0	34.4295	0	25.616	0	210.21	0	81.49	0	6.87	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		231.45	0	14.9112	0	34.4684	0	25.535	0	206.80	0	81.06	0	6.25	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		221.63	0	15.3918	0	34.5162	0	25.471	0	204.60	0	80.99	0	5.75	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		211.3	0	16.009	0	34.5768	0	25.384	0	201.19	0	80.65	0	5.30	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		201.34	0	16.6127	0	34.6522	0	25.31	0	199.43	0	80.93	0	4.49	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		191.3	0	17.2839	0	34.7414	0	25.229	0	197.89	0	81.40	0	4.19	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		181.13	0	17.9852	0	34.8267	0	25.132	0	198.44	0	82.77	0	3.55	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		171.02	0	18.5143	0	34.8996	0	25.063	0	198.77	0	83.78	0	2.86	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		161.13	0	19.2585	0	35.0051	0	24.965	0	203.28	0	86.94	0	1.85	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		151.31	0	20.0255	0	35.1097	0	24.855	0	212.30	0	92.15	0	0.87	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		141.58	0	20.6966	0	35.1774	0	24.734	0	210.76	0	92.65	0	0.61	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		131.73	0	21.2666	0	35.2217	0	24.617	0	214.06	0	95.10	0	0.28	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		119.09	0	21.6711	0	35.2499	0	24.529	0	213.51	0	95.56	0	0.61	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		111.32	0	22.3241	0	35.2778	0	24.368	0	217.80	0	98.64	0	0.34	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		101.61	0	22.741	0	35.2912	0	24.26	0	228.47	0	104.24	0	0.27	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		95.81	0	24.607	0	35.3877	0	23.786	0	220.77	0	104.11	0	-2.99	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		91.65	0	24.6797	0	35.4309	0	23.801	0	215.93	0	101.98	0	0.47	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		86.37	0	24.6898	0	35.4317	0	23.798	0	216.04	0	102.05	0	0.63	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		81.37	0	24.6914	0	35.4317	0	23.798	0	216.15	0	102.10	0	0.71	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		76.63	0	24.6916	0	35.4311	0	23.797	0	216.48	0	102.26	0	0.60	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		71.18	0	24.6919	0	35.4313	0	23.797	0	216.70	0	102.36	0	0.76	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		66.13	0	24.6925	0	35.4317	0	23.798	0	216.92	0	102.47	0	0.53	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		61.6	0	24.6928	0	35.4315	0	23.797	0	217.03	0	102.52	0	0.20	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		56.15	0	24.6919	0	35.4314	0	23.798	0	217.03	0	102.52	0	0.69	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		51.77	0	24.693	0	35.4313	0	23.797	0	217.25	0	102.62	0	0.63	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		46.2	0	24.6963	0	35.4317	0	23.796	0	217.58	0	102.78	0	0.65	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		41.34	0	24.6982	0	35.4314	0	23.796	0	217.58	0	102.79	0	0.47	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		36.82	0	24.705	0	35.4314	0	23.794	0	217.69	0	102.85	0	0.46	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		31.75	0	24.7079	0	35.4305	0	23.792	0	217.80	0	102.91	0	0.16	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		26.26	0	24.7094	0	35.4299	0	23.791	0	218.02	0	103.01	0	0.06	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		21.61	0	24.7075	0	35.4302	0	23.792	0	218.24	0	103.12	0	0.38	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		16.5	0	24.7104	0	35.4289	0	23.79	0	218.13	0	103.07	0	0.00	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		11.82	0	24.7082	0	35.4293	0	23.791	0	218.35	0	103.17	0	0.52	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347		7.4	0	24.7081	0	35.429	0	23.791	0	218.57	0	103.27	0	0.31	0
5145Hawaii	72	C	11/29/2008	5:31	207.092	22.347															
5145Hawaii	73	C	12/4/2008	9:29	207.145	22.46		998.06	0	4.0151	0	34.4777	0	27.32	0	47.41	0	14.60	0	41.88	0
5145Hawaii	73	C	12/4/2008	9:29	207.145	22.46		951.58	0	4.1642	0	34.4641	0	27.292	0	44.66	0	13.81	0	42.17	0
5145Hawaii	73	C	12/4/2008	9:29	207.145	22.46		900.99	0	4.2956	0	34.4389	0	27.257	0	39.93	0	12.38	0	42.07	0
5145Hawaii	73	C	12/4/2008	9:29	207.145	22.46		851.6	0	4.4151	0	34.4197	0	27.227	0	36.63	0	11.39	0	42.14	0
5145Hawaii	73	C	12/4/2008	9:29	207.145	22.46		801.6	0	4.5437	0	34.3792	0	27.179	0	31.02	0	9.67	0	42.42	0
5145Hawaii	73	C	12/4/2008	9:29	207.145	22.46		751.21	0	4.6157	0	34.3236	0	27.125	0	27.50	0	8.59	0	41.84	0
5145Hawaii	73	C	12/4/2008	9:29	207.145	22.46		701.41	0	4.7736	0	34.2639	0	27.058	0	27.39	0	8.58	0	41.58	0
5145Hawaii	73	C	12/4/2008	9:29	207.145	22.46		651.24	0	4.9711	0	34.1832	0	26.968	0	31.79	0	10.00	0	41.31	0
5145Hawaii	73	C	12/4/2008	9:29	207.145	22.46		601.42	0	5.3518	0	34.0903	0	26.844	0	56.65	0	17.98	0	38.84	0
5145Hawaii	73	C	12/4/2008	9:29	207.145	22.46		551.5	0	5.941	0	34.0431	0	26.73	0	82.50	0	26.54	0	34.72	0
5145Hawaii	73	C	12/4/2008	9:29	207.145	22.46		501.51	0	6.9933	0	34.0309	0	26.578	0	119.79	0	39.49	0	29.52	0
5145Hawaii	73	C	12/4/2008	9:29	207.145	22.46		450.89	0	8.1403	0	34.0485	0	26.425	0	150.37	0	50.89	0	24.53	0
