//0																					
//Oxygen,  1.10
//Nitrate, 1, 1, 0, 0
//Nitrate, 58, 1, -1, 0
//Nitrate, 137, 1, -2, 0
//Nitrate, 147, 1, 0.6, 0
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth [m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		998.95	0	4.0853	0	34.4483	0	27.288	0	41.47	0	12.79	0	43.29	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		950.45	0	4.2291	0	34.4254	0	27.253	0	38.61	0	11.95	0	43.53	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		900.76	0	4.3313	0	34.4019	0	27.222	0	34.65	0	10.75	0	43.36	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		850.58	0	4.4579	0	34.3752	0	27.186	0	31.24	0	9.72	0	43.41	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		801.05	0	4.6393	0	34.3332	0	27.13	0	27.61	0	8.63	0	43.30	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		751.16	0	4.8491	0	34.2806	0	27.062	0	27.39	0	8.60	0	43.08	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		700.89	0	5.0346	0	34.2467	0	27.012	0	29.04	0	9.15	0	41.93	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		651.24	0	5.3378	0	34.2024	0	26.938	0	35.53	0	11.28	0	40.91	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		600.94	0	5.9251	0	34.1648	0	26.833	0	50.27	0	16.18	0	38.10	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		550.93	0	6.7072	0	34.1389	0	26.707	0	73.15	0	23.97	0	34.85	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		501.17	0	7.476	0	34.1239	0	26.586	0	96.47	0	32.17	0	31.22	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		451.51	0	8.7224	0	34.1227	0	26.397	0	136.51	0	46.83	0	25.03	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		401.38	0	10.0561	0	34.1449	0	26.198	0	172.37	0	60.91	0	19.21	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		381.03	0	10.5633	0	34.1589	0	26.122	0	181.94	0	65.01	0	17.82	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		361.14	0	10.8591	0	34.1521	0	26.064	0	191.18	0	68.75	0	15.99	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		351.08	0	11.1509	0	34.1746	0	26.031	0	193.16	0	69.91	0	15.54	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		341.58	0	11.7189	0	34.2038	0	25.952	0	194.59	0	71.30	0	13.99	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		331.55	0	11.8765	0	34.179	0	25.902	0	196.68	0	72.29	0	13.09	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		320.82	0	12.314	0	34.2056	0	25.841	0	198.44	0	73.63	0	12.14	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		311.62	0	13.063	0	34.2928	0	25.769	0	199.21	0	75.12	0	11.22	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		301.27	0	13.3273	0	34.3095	0	25.73	0	199.76	0	75.74	0	10.33	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		291.05	0	13.9455	0	34.3634	0	25.65	0	198.66	0	76.31	0	9.53	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		280.61	0	14.2191	0	34.3953	0	25.62	0	199.76	0	77.18	0	9.05	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		270.8	0	14.7016	0	34.4461	0	25.561	0	199.54	0	77.87	0	8.19	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		260.95	0	15.2171	0	34.5103	0	25.504	0	199.21	0	78.58	0	7.53	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		251.12	0	16.3452	0	34.6018	0	25.329	0	195.36	0	78.84	0	6.35	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		241.47	0	16.9507	0	34.6758	0	25.252	0	195.69	0	79.95	0	5.07	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		231.42	0	17.8047	0	34.7696	0	25.127	0	194.81	0	80.95	0	4.53	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		220.8	0	18.5597	0	34.8876	0	25.042	0	197.89	0	83.47	0	3.87	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		211.56	0	19.4451	0	34.9892	0	24.904	0	198.00	0	84.97	0	2.88	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		201.16	0	19.6043	0	35.005	0	24.876	0	199.54	0	85.89	0	2.87	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		191.57	0	20.1329	0	35.0502	0	24.776	0	198.11	0	86.13	0	2.51	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		179.16	0	20.9082	0	35.088	0	24.6	0	199.65	0	88.05	0	1.84	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		171.14	0	20.9732	0	35.0733	0	24.57	0	199.98	0	88.30	0	2.11	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		161.08	0	21.5004	0	35.0952	0	24.444	0	199.76	0	89.05	0	1.48	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		151.22	0	21.703	0	35.126	0	24.414	0	203.83	0	91.22	0	1.29	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		141.19	0	22.0225	0	35.1202	0	24.319	0	209.88	0	94.46	0	0.64	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		131.3	0	22.51	0	35.1025	0	24.165	0	213.95	0	97.12	0	0.63	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		121.46	0	23.0503	0	35.093	0	24	0	213.40	0	97.79	0	0.26	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		111.88	0	23.5664	0	35.0897	0	23.845	0	216.37	0	100.04	0	0.40	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		101.63	0	24.4008	0	35.0684	0	23.575	0	221.21	0	103.76	0	0.74	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		95.47	0	24.4245	0	35.0691	0	23.568	0	219.01	0	102.77	0	0.31	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		91.45	0	24.4334	0	35.0671	0	23.564	0	218.68	0	102.63	0	0.55	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		86.33	0	24.4199	0	35.06	0	23.562	0	218.68	0	102.60	0	0.66	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		81.25	0	24.418	0	35.0599	0	23.562	0	219.34	0	102.90	0	0.68	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		76.4	0	24.4168	0	35.0589	0	23.562	0	219.67	0	103.06	0	0.65	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		71.27	0	24.4161	0	35.0591	0	23.562	0	219.45	0	102.95	0	0.67	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		66.31	0	24.4302	0	35.059	0	23.558	0	219.34	0	102.92	0	0.75	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		61.47	0	24.4553	0	35.0593	0	23.55	0	219.89	0	103.23	0	0.47	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		56.5	0	24.4649	0	35.0569	0	23.545	0	221.10	0	103.81	0	0.88	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		51.51	0	24.4637	0	35.0548	0	23.544	0	220.77	0	103.65	0	0.50	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		46.36	0	24.4646	0	35.0505	0	23.54	0	220.55	0	103.55	0	0.41	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		41.51	0	24.4656	0	35.0459	0	23.536	0	221.10	0	103.81	0	0.49	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		36.5	0	24.4654	0	35.0306	0	23.522	0	222.09	0	104.26	0	0.68	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		31.31	0	24.464	0	35.016	0	23.51	0	223.41	0	104.87	0	0.50	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		26.21	0	24.472	0	34.9926	0	23.488	0	222.42	0	104.41	0	0.37	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		21.28	0	24.4725	0	34.9925	0	23.488	0	222.31	0	104.35	0	0.25	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		16.51	0	24.4741	0	34.9916	0	23.486	0	220.99	0	103.74	0	0.50	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		11.64	0	24.4735	0	34.9917	0	23.487	0	220.66	0	103.58	0	0.46	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866		7.3	0	24.4718	0	34.9917	0	23.487	0	220.44	0	103.47	0	0.29	0
5145Hawaii	1	C	12/23/2007	11:14	202.014	22.866															
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		995.81	0	4.013	0	34.468	0	27.312	0	43.34	0	13.35	0	42.28	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		951.28	0	4.1516	0	34.4408	0	27.275	0	38.83	0	12.00	0	42.26	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		900.67	0	4.2792	0	34.4139	0	27.238	0	34.98	0	10.84	0	42.16	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		851.04	0	4.4132	0	34.3828	0	27.197	0	32.01	0	9.95	0	42.44	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		800.87	0	4.5947	0	34.341	0	27.142	0	26.84	0	8.38	0	42.31	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		751.25	0	4.8026	0	34.2995	0	27.083	0	26.84	0	8.42	0	41.87	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		700.79	0	5.1035	0	34.2325	0	26.992	0	30.03	0	9.48	0	40.88	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		651.14	0	5.3419	0	34.1843	0	26.923	0	37.18	0	11.80	0	39.86	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		601.58	0	5.9411	0	34.1393	0	26.81	0	51.81	0	16.68	0	36.98	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		550.99	0	6.8755	0	34.1309	0	26.677	0	80.08	0	26.34	0	32.93	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		501.33	0	7.7581	0	34.1208	0	26.542	0	107.25	0	36.00	0	28.74	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		450.91	0	8.8467	0	34.1161	0	26.372	0	142.67	0	49.08	0	23.59	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		401.29	0	9.9277	0	34.1415	0	26.216	0	172.26	0	60.70	0	18.81	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		381.52	0	10.5165	0	34.1543	0	26.126	0	179.96	0	64.24	0	16.74	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		361.64	0	10.9422	0	34.1667	0	26.062	0	188.43	0	67.89	0	14.91	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		351.04	0	11.2992	0	34.1798	0	26.009	0	192.50	0	69.89	0	14.08	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		341.52	0	11.6345	0	34.2035	0	25.967	0	193.60	0	70.81	0	13.67	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		331.37	0	11.9667	0	34.1993	0	25.902	0	195.25	0	71.91	0	12.35	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		321.43	0	12.593	0	34.2638	0	25.836	0	198.22	0	74.00	0	11.07	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		311.48	0	13.1744	0	34.306	0	25.758	0	199.43	0	75.38	0	10.00	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		301.72	0	13.6714	0	34.3527	0	25.697	0	199.87	0	76.34	0	9.23	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		290.76	0	14.3722	0	34.4055	0	25.596	0	198.44	0	76.91	0	8.29	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		280.86	0	14.6925	0	34.4344	0	25.553	0	197.78	0	77.17	0	7.79	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		271.23	0	15.19	0	34.4915	0	25.494	0	196.68	0	77.53	0	6.89	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		261.22	0	15.7413	0	34.5337	0	25.408	0	196.02	0	78.14	0	6.35	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		250.87	0	16.5274	0	34.6191	0	25.302	0	194.37	0	78.73	0	5.39	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		241.22	0	17.0675	0	34.6836	0	25.231	0	195.03	0	79.86	0	5.00	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		231.16	0	17.5757	0	34.7452	0	25.162	0	195.03	0	80.67	0	4.24	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		221.71	0	18.1269	0	34.8216	0	25.093	0	195.91	0	81.93	0	3.72	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		211.34	0	18.9437	0	34.9283	0	24.98	0	197.89	0	84.10	0	2.93	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		201.74	0	19.6534	0	34.9824	0	24.844	0	196.68	0	84.72	0	2.51	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		189.79	0	20.1141	0	35.024	0	24.759	0	195.91	0	85.13	0	2.02	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		181.39	0	20.4244	0	35.0801	0	24.724	0	197.34	0	86.27	0	1.69	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		171.43	0	20.8508	0	35.1258	0	24.648	0	200.53	0	88.37	0	0.91	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		161.66	0	21.203	0	35.141	0	24.565	0	202.84	0	89.97	0	0.62	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		151.11	0	21.7486	0	35.1145	0	24.391	0	203.28	0	91.04	0	0.85	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		141.71	0	22.0605	0	35.1435	0	24.328	0	210.32	0	94.73	0	0.16	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		131.26	0	22.3975	0	35.1552	0	24.242	0	213.29	0	96.65	0	0.42	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		121.53	0	22.4646	0	35.0897	0	24.167	0	215.60	0	97.78	0	0.38	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		111.58	0	22.7274	0	34.9956	0	24.01	0	212.85	0	96.93	0	0.49	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		101.74	0	23.1649	0	35.0034	0	23.889	0	214.94	0	98.64	0	0.11	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		96.72	0	24.1042	0	35.0889	0	23.683	0	214.17	0	99.95	0	-0.01	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		91.53	0	24.2548	0	35.0724	0	23.623	0	215.27	0	100.72	0	0.33	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		86.75	0	24.297	0	35.07	0	23.608	0	216.37	0	101.31	0	0.29	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		81.55	0	24.3244	0	35.0688	0	23.598	0	217.03	0	101.66	0	0.15	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		76.64	0	24.3307	0	35.0637	0	23.592	0	217.58	0	101.93	0	0.46	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		71.35	0	24.3416	0	35.0566	0	23.583	0	217.91	0	102.10	0	0.36	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		66.67	0	24.345	0	35.0531	0	23.579	0	218.02	0	102.15	0	0.10	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		61.46	0	24.354	0	35.0451	0	23.569	0	218.46	0	102.37	0	0.28	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		56.77	0	24.3644	0	35.0417	0	23.563	0	218.57	0	102.44	0	0.35	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		51.59	0	24.3806	0	35.0378	0	23.555	0	218.68	0	102.52	0	0.30	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		46.75	0	24.3829	0	35.0367	0	23.553	0	219.01	0	102.67	0	0.11	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		41.8	0	24.3862	0	35.0349	0	23.55	0	219.23	0	102.78	0	0.45	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		36.63	0	24.3907	0	35.0324	0	23.547	0	219.34	0	102.84	0	-0.18	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		31.56	0	24.3867	0	35.034	0	23.549	0	219.34	0	102.83	0	-0.03	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		26.31	0	24.3858	0	35.0338	0	23.55	0	219.56	0	102.93	0	0.02	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		21.7	0	24.3865	0	35.0315	0	23.547	0	219.78	0	103.04	0	0.02	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		16.71	0	24.3866	0	35.0324	0	23.548	0	219.89	0	103.09	0	-0.21	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		11.54	0	24.3853	0	35.0322	0	23.548	0	220.11	0	103.19	0	-0.01	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899		7.8	0	24.3845	0	35.0323	0	23.549	0	220.11	0	103.19	0	-0.04	0
5145Hawaii	2	C	12/24/2007	11:20	202.005	22.899															
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		995.99	0	4.0143	0	34.4714	0	27.315	0	43.12	0	13.28	0	42.09	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		950.98	0	4.1374	0	34.449	0	27.283	0	40.04	0	12.37	0	42.47	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		900.9	0	4.2891	0	34.4129	0	27.236	0	34.32	0	10.64	0	42.29	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		851.17	0	4.4049	0	34.3827	0	27.198	0	31.68	0	9.85	0	42.46	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		801.42	0	4.5511	0	34.3508	0	27.155	0	27.28	0	8.51	0	42.45	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		751	0	4.8807	0	34.3035	0	27.077	0	28.71	0	9.02	0	41.48	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		700.96	0	5.1733	0	34.2262	0	26.978	0	31.35	0	9.91	0	40.50	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		651.1	0	5.6015	0	34.1695	0	26.878	0	43.34	0	13.84	0	38.49	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		601.29	0	6.1295	0	34.1418	0	26.787	0	58.19	0	18.81	0	36.15	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		551.51	0	6.8875	0	34.1169	0	26.664	0	85.36	0	28.08	0	32.25	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		501.42	0	8.01	0	34.1121	0	26.497	0	117.37	0	39.62	0	26.99	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		451.42	0	9.1934	0	34.1219	0	26.321	0	151.69	0	52.59	0	21.57	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		401.31	0	10.0963	0	34.1448	0	26.191	0	175.45	0	62.05	0	18.15	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		381.23	0	10.6354	0	34.1569	0	26.108	0	184.36	0	65.98	0	16.31	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		361.76	0	10.9204	0	34.1664	0	26.065	0	189.86	0	68.37	0	15.24	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		350.06	0	11.2643	0	34.1855	0	26.02	0	192.28	0	69.76	0	14.21	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		340.94	0	11.6892	0	34.2113	0	25.964	0	193.16	0	70.73	0	13.42	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		331.08	0	12.127	0	34.2451	0	25.91	0	196.46	0	72.62	0	11.98	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		321.5	0	12.5105	0	34.2665	0	25.855	0	198.33	0	73.92	0	11.13	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		311.14	0	13.0607	0	34.2952	0	25.771	0	198.33	0	74.78	0	9.99	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		301.08	0	13.6765	0	34.3687	0	25.709	0	197.89	0	75.60	0	9.17	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		291.38	0	14.4196	0	34.4089	0	25.589	0	197.45	0	76.60	0	7.86	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		281.74	0	14.6568	0	34.425	0	25.553	0	197.56	0	77.02	0	7.53	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		271.29	0	15.1232	0	34.4517	0	25.475	0	196.24	0	77.24	0	6.75	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		260.93	0	15.3688	0	34.4732	0	25.439	0	195.80	0	77.45	0	6.58	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		251.07	0	15.9312	0	34.5632	0	25.39	0	195.47	0	78.23	0	5.96	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		241.12	0	16.6992	0	34.648	0	25.287	0	194.81	0	79.19	0	5.14	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		231.72	0	17.2258	0	34.7106	0	25.216	0	195.58	0	80.34	0	4.74	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		219.02	0	18.1902	0	34.83	0	25.085	0	198.88	0	83.28	0	3.56	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		211.23	0	19.1962	0	34.9525	0	24.936	0	197.12	0	84.18	0	2.68	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		201.28	0	19.7923	0	34.9998	0	24.823	0	195.69	0	84.52	0	2.45	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		190.79	0	20.2122	0	35.0532	0	24.758	0	196.02	0	85.35	0	1.65	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		181.32	0	20.4554	0	35.0807	0	24.716	0	197.78	0	86.51	0	1.60	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		169.84	0	21.2181	0	35.1206	0	24.543	0	200.64	0	89.01	0	0.74	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		161.62	0	21.6333	0	35.1407	0	24.446	0	204.27	0	91.31	0	0.69	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		151.33	0	22.3137	0	35.1059	0	24.224	0	209.33	0	94.69	0	0.31	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		140.74	0	22.4915	0	35.1191	0	24.184	0	212.52	0	96.44	0	0.23	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		131.55	0	23.1996	0	35.0609	0	23.929	0	214.50	0	98.53	0	0.36	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		121.77	0	23.7579	0	35.0311	0	23.737	0	214.06	0	99.27	0	0.59	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		111.68	0	24.4224	0	35.0576	0	23.559	0	215.27	0	101.00	0	0.59	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		101.21	0	24.4235	0	35.0417	0	23.545	0	216.59	0	101.61	0	0.47	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		96.44	0	24.4165	0	35.0398	0	23.545	0	216.81	0	101.70	0	0.35	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		91.52	0	24.4141	0	35.0392	0	23.546	0	217.03	0	101.80	0	0.49	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		86.62	0	24.4133	0	35.0382	0	23.545	0	217.14	0	101.85	0	0.25	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		80.84	0	24.4117	0	35.0379	0	23.545	0	217.25	0	101.90	0	0.56	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		76.06	0	24.4131	0	35.0388	0	23.546	0	217.36	0	101.95	0	0.49	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		71.25	0	24.4401	0	35.0112	0	23.514	0	217.58	0	102.09	0	0.52	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		66.58	0	24.4442	0	34.9768	0	23.483	0	217.91	0	102.23	0	0.70	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		61.67	0	24.4394	0	34.9682	0	23.477	0	218.13	0	102.32	0	0.57	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		56.73	0	24.4391	0	34.9665	0	23.475	0	218.35	0	102.42	0	0.44	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		51.75	0	24.4406	0	34.9675	0	23.476	0	218.57	0	102.53	0	0.32	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		46.82	0	24.4377	0	34.967	0	23.476	0	218.68	0	102.57	0	0.25	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		41.76	0	24.434	0	34.9668	0	23.477	0	218.90	0	102.67	0	0.45	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		36.61	0	24.4342	0	34.9666	0	23.477	0	219.12	0	102.77	0	0.02	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		31.59	0	24.4301	0	34.967	0	23.479	0	219.12	0	102.77	0	0.18	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		26.77	0	24.4258	0	34.9673	0	23.48	0	219.34	0	102.86	0	0.34	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		21.81	0	24.4286	0	34.9665	0	23.479	0	219.56	0	102.97	0	0.27	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		16.57	0	24.4285	0	34.9666	0	23.479	0	219.67	0	103.02	0	0.25	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		11.15	0	24.4235	0	34.9673	0	23.481	0	219.78	0	103.07	0	0.10	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929		7.32	0	24.423	0	34.9669	0	23.481	0	219.89	0	103.12	0	0.14	0
5145Hawaii	3	C	12/25/2007	10:54	202.02	22.929															
5145Hawaii	4	C	12/26/2007	11:24	202.036	22.973		998.86	0	4.0685	0	34.4705	0	27.308	0	42.57	0	13.13	0	42.34	0
5145Hawaii	4	C	12/26/2007	11:24	202.036	22.973		950.62	0	4.1835	0	34.4443	0	27.274	0	39.27	0	12.14	0	42.25	0
