"Data set name","Discipline","Category","Variables measured","Abstract","Data format","Data size","Data set creation date","Latitude 1","Latitude 2","Longitude 1","Longitude 2","Datum","Measuring area type","Water depth (m)","Depth reference","Minimum instrument depth (m)","Maximum instrument depth (m)","Start date","Start time","End date","End time","Instrument / gear type","Track resolution","Resolution unit","Time resolution","Time unit","Vertical resolution","Vertical unit","Platform type","Cruise name","Alternative cruise name","Cruise start date","Station name","Alternative station name","Station start date","Originator","Data Holding centre","Project name","Dataset name","Cruise Summary Reports","Data Distributor","Database reference","Access/ordering of data","Access restriction","CDI-record id","LOCAL_CDI_ID","CDI-record creation date","CDI-partner"
"HUD2008037/CTD/11","Biological oceanography;Chemical oceanography;Physical oceanography","Dissolved gases;Optical properties;Other physical oceanographic measurements;Pigments;Water column temperature and salinity","Chlorophyll pigment concentrations in the water column,Density of the water column,Dissolved oxygen parameters in the water column,Salinity of the water column,Temperature of the water column,Visible waveband radiance and irradiance measurements in the water column","A single series of CTD or STD cast data collected between 03 October 2008 06:00 and 03 October 2008 07:03.","ODV","828","20130708","42.3617","42.3617","-61.3435","-61.3435","","point","3365","sea level","1.98","3369.73","20081003","06:00:57","20081003","07:03:58","130;351;113;122;350;134","","","","","","","lowered unmanned submersible","HUD08037 Leg1","HUD08037 Leg1","20080928","","","","Bedford Institute of Oceanography (1811)","British Oceanographic Data Centre (43)","","","","British Oceanographic Data Centre (43)","","web data access with registration","SeaDataNet licence","1903141","1081226","20140110","British Oceanographic Data Centre (43)"

