RBR TDR-2050  6.42 014765 (Windows: 6.11 - Minimum required: 6.10)
Host time     08/07/02 14:22:00
Logger time   08/07/02 14:22:04
Logging start 08/06/25 10:00:00
Logging end   08/07/11 13:58:28
Sample period          00:00:01
Number of channels =  2, number of samples = 620524, mode: Logging Stopped by User
E02%9.4f
Calibration  1: 0.003410314395769
                -0.000256646479764
                0.000002360658725
                -0.000000064477447 Degrees_C
Calibration  2: 9.205794425444999
                48.382243269661998
                2.277493374335000
                1.104130053776000 deciBars
COMMENT: PT sensor, mooring c. Recovered 2008-07-02 14:00 UTC
Atmospheric pressure 10.132500 dBar, water density 1.000000, (Simplified calculation)
Latitude 0 degrees 0.000 minutes
Memory type: 6 AT45DB642D_LP

                         Temp      Pres     Depth 
2008/06/25 10:08:03   18.5232   10.2226    0.0919 
2008/06/25 10:08:04   18.5234   10.2227    0.0920 
2008/06/25 10:08:05   18.5235   10.2227    0.0920 
2008/06/25 10:08:06   18.5236   10.2227    0.0920 
2008/06/25 10:08:07   18.5236   10.2227    0.0920 
2008/06/25 10:08:08   18.5238   10.2228    0.0920 
2008/06/25 10:08:09   18.5238   10.2227    0.0919 
2008/06/25 10:08:10   18.5238   10.2228    0.0921 
2008/06/25 10:08:11   18.5239   10.2228    0.0921 
2008/06/25 10:08:12   18.5239   10.2225    0.0918 
2008/06/25 10:08:13   18.5238   10.2227    0.0920 
2008/06/25 10:08:14   18.5238   10.2225    0.0918 
2008/06/25 10:08:15   18.5238   10.2227    0.0919 
2008/06/25 10:08:16   18.5237   10.2227    0.0920 
2008/06/25 10:08:17   18.5236   10.2227    0.0920 
2008/06/25 10:08:18   18.5236   10.2226    0.0919 
2008/06/25 10:08:19   18.5237   10.2225    0.0918 
2008/06/25 10:08:20   18.5234   10.2225    0.0918 
2008/06/25 10:08:21   18.5232   10.2225    0.0918 
2008/06/25 10:08:22   18.5231   10.2226    0.0919 
2008/06/25 10:08:23   18.5231   10.2227    0.0920 
2008/06/25 10:08:24   18.5230   10.2227    0.0920 
2008/06/25 10:08:25   18.5228   10.2226    0.0919 
2008/06/25 10:08:26   18.5226   10.2227    0.0920 
2008/06/25 10:08:27   18.5223   10.2227    0.0920 
2008/06/25 10:08:28   18.5219   10.2229    0.0921 
2008/06/25 10:08:29   18.5216   10.2227    0.0920 
2008/06/25 10:08:30   18.5215   10.2226    0.0919 
2008/06/25 10:08:31   18.5212   10.2229    0.0922 
2008/06/25 10:08:32   18.5211   10.2225    0.0918 
2008/06/25 10:08:33   18.5210   10.2226    0.0919 
2008/06/25 10:08:34   18.5209   10.2225    0.0918 
2008/06/25 10:08:35   18.5210   10.2227    0.0920 
2008/06/25 10:08:36   18.5209   10.2227    0.0920 
2008/06/25 10:08:37   18.5208   10.2225    0.0918 
2008/06/25 10:08:38   18.5208   10.2227    0.0920 
2008/06/25 10:08:39   18.5208   10.2226    0.0919 
2008/06/25 10:08:40   18.5209   10.2227    0.0919 
2008/06/25 10:08:41   18.5207   10.2226    0.0919 
2008/06/25 10:08:42   18.5207   10.2227    0.0920 
2008/06/25 10:08:43   18.5206   10.2227    0.0920 
2008/06/25 10:08:44   18.5206   10.2228    0.0921 
2008/06/25 10:08:45   18.5205   10.2225    0.0918 
2008/06/25 10:08:46   18.5207   10.2227    0.0920 
2008/06/25 10:08:47   18.5209   10.2227    0.0919 
2008/06/25 10:08:48   18.5210   10.2228    0.0920 
2008/06/25 10:08:49   18.5213   10.2227    0.0919 
2008/06/25 10:08:50   18.5215   10.2225    0.0918 
2008/06/25 10:08:51   18.5215   10.2227    0.0920 
2008/06/25 10:08:52   18.5217   10.2225    0.0918 
2008/06/25 10:08:53   18.5217   10.2224    0.0917 
2008/06/25 10:08:54   18.5218   10.2227    0.0920 
2008/06/25 10:08:55   18.5217   10.2224    0.0917 
2008/06/25 10:08:56   18.5218   10.2227    0.0920 
2008/06/25 10:08:57   18.5213   10.2227    0.0919 
2008/06/25 10:08:58   18.5209   10.2227    0.0919 
2008/06/25 10:08:59   18.5201   10.2226    0.0919 
2008/06/25 10:09:00   18.5189   10.2225    0.0918 
2008/06/25 10:09:01   18.5174   10.2226    0.0919 
2008/06/25 10:09:02   18.5158   10.2226    0.0919 
2008/06/25 10:09:03   18.5139   10.2226    0.0919 
2008/06/25 10:09:04   18.5121   10.2226    0.0918 
2008/06/25 10:09:05   18.5110   10.2224    0.0917 
2008/06/25 10:09:06   18.5106   10.2227    0.0920 
2008/06/25 10:09:07   18.5111   10.2228    0.0921 
2008/06/25 10:09:08   18.5117   10.2225    0.0918 
2008/06/25 10:09:09   18.5125   10.2226    0.0919 
2008/06/25 10:09:10   18.5132   10.2226    0.0919 
2008/06/25 10:09:11   18.5138   10.2226    0.0919 
2008/06/25 10:09:12   18.5146   10.2225    0.0918 
2008/06/25 10:09:13   18.5152   10.2227    0.0920 
2008/06/25 10:09:14   18.5156   10.2228    0.0921 
2008/06/25 10:09:15   18.5160   10.2227    0.0920 
2008/06/25 10:09:16   18.5164   10.2225    0.0918 
2008/06/25 10:09:17   18.5167   10.2226    0.0919 
2008/06/25 10:09:18   18.5168   10.2226    0.0918 
2008/06/25 10:09:19   18.5168   10.2227    0.0920 
2008/06/25 10:09:20   18.5171   10.2226    0.0919 
2008/06/25 10:09:21   18.5171   10.2225    0.0917 
2008/06/25 10:09:22   18.5169   10.2224    0.0917 
2008/06/25 10:09:23   18.5169   10.2226    0.0919 
2008/06/25 10:09:24   18.5169   10.2226    0.0918 
2008/06/25 10:09:25   18.5169   10.2225    0.0918 
2008/06/25 10:09:26   18.5169   10.2227    0.0920 
2008/06/25 10:09:27   18.5168   10.2226    0.0919 
2008/06/25 10:09:28   18.5168   10.2227    0.0919 
2008/06/25 10:09:29   18.5171   10.2225    0.0918 
2008/06/25 10:09:30   18.5171   10.2227    0.0920 
2008/06/25 10:09:31   18.5170   10.2223    0.0916 
2008/06/25 10:09:32   18.5172   10.2227    0.0919 
2008/06/25 10:09:33   18.5170   10.2224    0.0917 
2008/06/25 10:09:34   18.5171   10.2225    0.0918 
2008/06/25 10:09:35   18.5171   10.2226    0.0918 
2008/06/25 10:09:36   18.5170   10.2226    0.0919 
2008/06/25 10:09:37   18.5168   10.2224    0.0917 
2008/06/25 10:09:38   18.5164   10.2227    0.0919 
2008/06/25 10:09:39   18.5162   10.2226    0.0919 
2008/06/25 10:09:40   18.5159   10.2226    0.0919 
2008/06/25 10:09:41   18.5157   10.2226    0.0918 
2008/06/25 10:09:42   18.5155   10.2226    0.0918 
2008/06/25 10:09:43   18.5155   10.2226    0.0918 
2008/06/25 10:09:44   18.5154   10.2225    0.0918 
2008/06/25 10:09:45   18.5154   10.2226    0.0919 
2008/06/25 10:09:46   18.5153   10.2225    0.0917 
2008/06/25 10:09:47   18.5152   10.2225    0.0918 
2008/06/25 10:09:48   18.5151   10.2226    0.0918 
2008/06/25 10:09:49   18.5149   10.2224    0.0917 
2008/06/25 10:09:50   18.5147   10.2225    0.0918 
2008/06/25 10:09:51   18.5146   10.2225    0.0917 
2008/06/25 10:09:52   18.5146   10.2225    0.0918 
2008/06/25 10:09:53   18.5145   10.2226    0.0919 
2008/06/25 10:09:54   18.5147   10.2225    0.0918 
2008/06/25 10:09:55   18.5147   10.2224    0.0916 
2008/06/25 10:09:56   18.5148   10.2224    0.0917 
2008/06/25 10:09:57   18.5149   10.2225    0.0918 
2008/06/25 10:09:58   18.5150   10.2225    0.0918 
2008/06/25 10:09:59   18.5148   10.2225    0.0918 
2008/06/25 10:10:00   18.5146   10.2226    0.0919 
2008/06/25 10:10:01   18.5144   10.2226    0.0919 
2008/06/25 10:10:02   18.5142   10.2225    0.0918 
2008/06/25 10:10:03   18.5140   10.2225    0.0918 
2008/06/25 10:10:04   18.5139   10.2224    0.0917 
2008/06/25 10:10:05   18.5138   10.2225    0.0918 
2008/06/25 10:10:06   18.5138   10.2223    0.0916 
2008/06/25 10:10:07   18.5138   10.2223    0.0915 
2008/06/25 10:10:08   18.5141   10.2225    0.0917 
2008/06/25 10:10:09   18.5141   10.2224    0.0916 
2008/06/25 10:10:10   18.5143   10.2223    0.0916 
2008/06/25 10:10:11   18.5145   10.2226    0.0918 
2008/06/25 10:10:12   18.5145   10.2224    0.0917 
2008/06/25 10:10:13   18.5145   10.2223    0.0916 
2008/06/25 10:10:14   18.5148   10.2223    0.0916 
2008/06/25 10:10:15   18.5147   10.2225    0.0918 
2008/06/25 10:10:16   18.5149   10.2223    0.0915 
2008/06/25 10:10:17   18.5148   10.2225    0.0917 
2008/06/25 10:10:18   18.5149   10.2224    0.0916 
2008/06/25 10:10:19   18.5147   10.2224    0.0917 
2008/06/25 10:10:20   18.5147   10.2224    0.0917 
2008/06/25 10:10:21   18.5146   10.2223    0.0916 
2008/06/25 10:10:22   18.5146   10.2224    0.0917 
2008/06/25 10:10:23   18.5144   10.2224    0.0917 
2008/06/25 10:10:24   18.5145   10.2224    0.0917 
2008/06/25 10:10:25   18.5144   10.2223    0.0916 
2008/06/25 10:10:26   18.5145   10.2225    0.0917 
2008/06/25 10:10:27   18.5145   10.2224    0.0916 
2008/06/25 10:10:28   18.5145   10.2224    0.0916 
2008/06/25 10:10:29   18.5146   10.2222    0.0915 
2008/06/25 10:10:30   18.5145   10.2223    0.0915 
2008/06/25 10:10:31   18.5142   10.2224    0.0917 
2008/06/25 10:10:32   18.5144   10.2224    0.0917 
2008/06/25 10:10:33   18.5142   10.2223    0.0915 
2008/06/25 10:10:34   18.5141   10.2223    0.0915 
2008/06/25 10:10:35   18.5140   10.2222    0.0915 
2008/06/25 10:10:36   18.5139   10.2224    0.0917 
2008/06/25 10:10:37   18.5138   10.2223    0.0916 
2008/06/25 10:10:38   18.5138   10.2224    0.0917 
2008/06/25 10:10:39   18.5137   10.2222    0.0915 
2008/06/25 10:10:40   18.5136   10.2224    0.0916 
2008/06/25 10:10:41   18.5134   10.2223    0.0915 
2008/06/25 10:10:42   18.5133   10.2224    0.0917 
2008/06/25 10:10:43   18.5131   10.2222    0.0914 
2008/06/25 10:10:44   18.5131   10.2223    0.0915 
2008/06/25 10:10:45   18.5130   10.2222    0.0915 
2008/06/25 10:10:46   18.5128   10.2223    0.0916 
2008/06/25 10:10:47   18.5129   10.2224    0.0917 
2008/06/25 10:10:48   18.5129   10.2223    0.0916 
2008/06/25 10:10:49   18.5128   10.2223    0.0916 
2008/06/25 10:10:50   18.5127   10.2222    0.0915 
2008/06/25 10:10:51   18.5127   10.2223    0.0916 
2008/06/25 10:10:52   18.5126   10.2222    0.0915 
2008/06/25 10:10:53   18.5126   10.2223    0.0916 
2008/06/25 10:10:54   18.5126   10.2224    0.0917 
2008/06/25 10:10:55   18.5126   10.2222    0.0915 
2008/06/25 10:10:56   18.5128   10.2222    0.0915 
2008/06/25 10:10:57   18.5128   10.2221    0.0913 
2008/06/25 10:10:58   18.5129   10.2222    0.0915 
2008/06/25 10:10:59   18.5129   10.2222    0.0915 
2008/06/25 10:11:00   18.5130   10.2223    0.0915 
2008/06/25 10:11:01   18.5128   10.2222    0.0914 
2008/06/25 10:11:02   18.5130   10.2223    0.0916 
2008/06/25 10:11:03   18.5128   10.2222    0.0915 
2008/06/25 10:11:04   18.5127   10.2223    0.0916 
2008/06/25 10:11:05   18.5129   10.2223    0.0915 
2008/06/25 10:11:06   18.5128   10.2221    0.0914 
2008/06/25 10:11:07   18.5126   10.2222    0.0914 
2008/06/25 10:11:08   18.5125   10.2224    0.0916 
2008/06/25 10:11:09   18.5124   10.2223    0.0915 
2008/06/25 10:11:10   18.5125   10.2223    0.0916 
2008/06/25 10:11:11   18.5126   10.2223    0.0916 
2008/06/25 10:11:12   18.5126   10.2220    0.0913 
2008/06/25 10:11:13   18.5126   10.2222    0.0914 
2008/06/25 10:11:14   18.5128   10.2223    0.0916 
2008/06/25 10:11:15   18.5127   10.2222    0.0915 
2008/06/25 10:11:16   18.5128   10.2223    0.0915 
2008/06/25 10:11:17   18.5129   10.2221    0.0913 
2008/06/25 10:11:18   18.5129   10.2222    0.0914 
2008/06/25 10:11:19   18.5129   10.2225    0.0917 
2008/06/25 10:11:20   18.5131   10.2223    0.0916 
2008/06/25 10:11:21   18.5129   10.2223    0.0916 
2008/06/25 10:11:22   18.5130   10.2222    0.0915 
2008/06/25 10:11:23   18.5131   10.2221    0.0914 
2008/06/25 10:11:24   18.5131   10.2221    0.0914 
2008/06/25 10:11:25   18.5131   10.2222    0.0915 
2008/06/25 10:11:26   18.5130   10.2221    0.0914 
2008/06/25 10:11:27   18.5130   10.2220    0.0912 
2008/06/25 10:11:28   18.5131   10.2223    0.0916 
2008/06/25 10:11:29   18.5129   10.2223    0.0915 
2008/06/25 10:11:30   18.5128   10.2223    0.0916 
2008/06/25 10:11:31   18.5127   10.2223    0.0915 
2008/06/25 10:11:32   18.5127   10.2223    0.0916 
2008/06/25 10:11:33   18.5125   10.2222    0.0914 
2008/06/25 10:11:34   18.5123   10.2223    0.0915 
2008/06/25 10:11:35   18.5122   10.2221    0.0914 
2008/06/25 10:11:36   18.5120   10.2222    0.0915 
2008/06/25 10:11:37   18.5116   10.2221    0.0914 
2008/06/25 10:11:38   18.5115   10.2221    0.0913 
2008/06/25 10:11:39   18.5114   10.2221    0.0913 
2008/06/25 10:11:40   18.5112   10.2222    0.0915 
2008/06/25 10:11:41   18.5113   10.2223    0.0915 
2008/06/25 10:11:42   18.5114   10.2221    0.0914 
2008/06/25 10:11:43   18.5114   10.2222    0.0914 
2008/06/25 10:11:44   18.5114   10.2221    0.0914 
2008/06/25 10:11:45   18.5114   10.2222    0.0915 
2008/06/25 10:11:46   18.5115   10.2222    0.0915 
2008/06/25 10:11:47   18.5114   10.2221    0.0914 
2008/06/25 10:11:48   18.5114   10.2223    0.0916 
2008/06/25 10:11:49   18.5114   10.2222    0.0915 
2008/06/25 10:11:50   18.5114   10.2220    0.0913 
2008/06/25 10:11:51   18.5113   10.2222    0.0914 
2008/06/25 10:11:52   18.5113   10.2220    0.0913 
2008/06/25 10:11:53   18.5113   10.2221    0.0913 
2008/06/25 10:11:54   18.5109   10.2222    0.0915 
2008/06/25 10:11:55   18.5106   10.2221    0.0913 
2008/06/25 10:11:56   18.5101   10.2221    0.0914 
2008/06/25 10:11:57   18.5094   10.2221    0.0913 
2008/06/25 10:11:58   18.5082   10.2223    0.0915 
2008/06/25 10:11:59   18.5072   10.2223    0.0916 
2008/06/25 10:12:00   18.5062   10.2221    0.0914 
2008/06/25 10:12:01   18.5054   10.2222    0.0914 
2008/06/25 10:12:02   18.5046   10.2221    0.0914 
2008/06/25 10:12:03   18.5036   10.2221    0.0913 
2008/06/25 10:12:04   18.5030   10.2222    0.0915 
2008/06/25 10:12:05   18.5026   10.2223    0.0916 
2008/06/25 10:12:06   18.5025   10.2221    0.0913 
2008/06/25 10:12:07   18.5028   10.2221    0.0914 
2008/06/25 10:12:08   18.5034   10.2220    0.0913 
2008/06/25 10:12:09   18.5038   10.2221    0.0914 
2008/06/25 10:12:10   18.5045   10.2222    0.0915 
2008/06/25 10:12:11   18.5050   10.2222    0.0914 
2008/06/25 10:12:12   18.5055   10.2222    0.0914 
2008/06/25 10:12:13   18.5059   10.2222    0.0914 
2008/06/25 10:12:14   18.5064   10.2221    0.0914 
2008/06/25 10:12:15   18.5066   10.2222    0.0914 
2008/06/25 10:12:16   18.5070   10.2221    0.0914 
2008/06/25 10:12:17   18.5071   10.2222    0.0915 
2008/06/25 10:12:18   18.5072   10.2220    0.0912 
2008/06/25 10:12:19   18.5071   10.2222    0.0914 
2008/06/25 10:12:20   18.5066   10.2222    0.0914 
2008/06/25 10:12:21   18.5065   10.2222    0.0914 
2008/06/25 10:12:22   18.5063   10.2221    0.0914 
2008/06/25 10:12:23   18.5062   10.2221    0.0914 
2008/06/25 10:12:24   18.5061   10.2222    0.0914 
2008/06/25 10:12:25   18.5061   10.2222    0.0915 
2008/06/25 10:12:26   18.5061   10.2221    0.0913 
2008/06/25 10:12:27   18.5061   10.2223    0.0915 
2008/06/25 10:12:28   18.5060   10.2222    0.0915 
2008/06/25 10:12:29   18.5061   10.2222    0.0915 
2008/06/25 10:12:30   18.5060   10.2222    0.0914 
2008/06/25 10:12:31   18.5063   10.2222    0.0915 
2008/06/25 10:12:32   18.5064   10.2222    0.0915 
2008/06/25 10:12:33   18.5065   10.2223    0.0915 
2008/06/25 10:12:34   18.5067   10.2224    0.0917 
2008/06/25 10:12:35   18.5067   10.2221    0.0914 
2008/06/25 10:12:36   18.5070   10.2221    0.0913 
2008/06/25 10:12:37   18.5070   10.2222    0.0914 
2008/06/25 10:12:38   18.5068   10.2221    0.0914 
2008/06/25 10:12:39   18.5069   10.2221    0.0914 
2008/06/25 10:12:40   18.5066   10.2222    0.0914 
2008/06/25 10:12:41   18.5063   10.2223    0.0916 
2008/06/25 10:12:42   18.5058   10.2222    0.0915 
2008/06/25 10:12:43   18.5053   10.2222    0.0915 
2008/06/25 10:12:44   18.5049   10.2222    0.0914 
2008/06/25 10:12:45   18.5047   10.2222    0.0915 
2008/06/25 10:12:46   18.5045   10.2222    0.0915 
2008/06/25 10:12:47   18.5046   10.2222    0.0915 
2008/06/25 10:12:48   18.5048   10.2221    0.0914 
2008/06/25 10:12:49   18.5052   10.2222    0.0915 
2008/06/25 10:12:50   18.5053   10.2223    0.0915 
2008/06/25 10:12:51   18.5054   10.2221    0.0914 
2008/06/25 10:12:52   18.5057   10.2220    0.0913 
2008/06/25 10:12:53   18.5057   10.2221    0.0914 
2008/06/25 10:12:54   18.5059   10.2222    0.0914 
2008/06/25 10:12:55   18.5062   10.2221    0.0914 
2008/06/25 10:12:56   18.5062   10.2221    0.0914 
2008/06/25 10:12:57   18.5063   10.2221    0.0914 
2008/06/25 10:12:58   18.5064   10.2221    0.0913 
2008/06/25 10:12:59   18.5063   10.2222    0.0915 
2008/06/25 10:13:00   18.5063   10.2221    0.0914 
2008/06/25 10:13:01   18.5064   10.2221    0.0913 
2008/06/25 10:13:02   18.5062   10.2220    0.0913 
2008/06/25 10:13:03   18.5061   10.2222    0.0914 
2008/06/25 10:13:04   18.5058   10.2223    0.0916 
2008/06/25 10:13:05   18.5054   10.2223    0.0916 
2008/06/25 10:13:06   18.5050   10.2220    0.0913 
2008/06/25 10:13:07   18.5047   10.2221    0.0914 
2008/06/25 10:13:08   18.5039   10.2222    0.0915 
2008/06/25 10:13:09   18.5030   10.2222    0.0915 
2008/06/25 10:13:10   18.5019   10.2220    0.0913 
2008/06/25 10:13:11   18.5006   10.2220    0.0913 
2008/06/25 10:13:12   18.4996   10.2223    0.0915 
2008/06/25 10:13:13   18.4987   10.2222    0.0914 
2008/06/25 10:13:14   18.4981   10.2220    0.0913 
2008/06/25 10:13:15   18.4977   10.2223    0.0915 
2008/06/25 10:13:16   18.4974   10.2221    0.0913 
2008/06/25 10:13:17   18.4972   10.2222    0.0915 
2008/06/25 10:13:18   18.4971   10.2221    0.0913 
2008/06/25 10:13:19   18.4970   10.2221    0.0914 
2008/06/25 10:13:20   18.4973   10.2220    0.0913 
2008/06/25 10:13:21   18.4974   10.2221    0.0914 
2008/06/25 10:13:22   18.4977   10.2221    0.0914 
2008/06/25 10:13:23   18.4980   10.2221    0.0913 
2008/06/25 10:13:24   18.4983   10.2221    0.0914 
2008/06/25 10:13:25   18.4987   10.2222    0.0914 
2008/06/25 10:13:26   18.4991   10.2222    0.0915 
2008/06/25 10:13:27   18.4995   10.2222    0.0915 
2008/06/25 10:13:28   18.4997   10.2222    0.0915 
2008/06/25 10:13:29   18.4999   10.2220    0.0913 
2008/06/25 10:13:30   18.5003   10.2222    0.0915 
2008/06/25 10:13:31   18.5004   10.2222    0.0915 
2008/06/25 10:13:32   18.5006   10.2222    0.0915 
2008/06/25 10:13:33   18.5006   10.2221    0.0913 
2008/06/25 10:13:34   18.5006   10.2221    0.0913 
2008/06/25 10:13:35   18.5006   10.2222    0.0914 
2008/06/25 10:13:36   18.5008   10.2222    0.0914 
2008/06/25 10:13:37   18.5008   10.2221    0.0913 
2008/06/25 10:13:38   18.5008   10.2221    0.0914 
2008/06/25 10:13:39   18.5010   10.2222    0.0915 
2008/06/25 10:13:40   18.5011   10.2223    0.0915 
2008/06/25 10:13:41   18.5011   10.2222    0.0915 
2008/06/25 10:13:42   18.5010   10.2222    0.0914 
2008/06/25 10:13:43   18.5012   10.2221    0.0913 
2008/06/25 10:13:44   18.5011   10.2221    0.0914 
2008/06/25 10:13:45   18.5010   10.2221    0.0914 
2008/06/25 10:13:46   18.5009   10.2223    0.0915 
2008/06/25 10:13:47   18.5006   10.2222    0.0915 
2008/06/25 10:13:48   18.5001   10.2224    0.0916 
2008/06/25 10:13:49   18.4998   10.2224    0.0917 
2008/06/25 10:13:50   18.4994   10.2224    0.0917 
2008/06/25 10:13:51   18.4993   10.2223    0.0915 
2008/06/25 10:13:52   18.4986   10.2223    0.0915 
2008/06/25 10:13:53   18.4956   10.2224    0.0916 
2008/06/25 10:13:54   18.4914   10.2222    0.0915 
2008/06/25 10:13:55   18.4882   10.2224    0.0916 
2008/06/25 10:13:56   18.4872   10.2223    0.0916 
2008/06/25 10:13:57   18.4871   10.2222    0.0914 
2008/06/25 10:13:58   18.4874   10.2223    0.0915 
2008/06/25 10:13:59   18.4876   10.2221    0.0914 
2008/06/25 10:14:00   18.4875   10.2222    0.0915 
2008/06/25 10:14:01   18.4871   10.2223    0.0916 
2008/06/25 10:14:02   18.4862   10.2222    0.0914 
2008/06/25 10:14:03   18.4851   10.2223    0.0916 
2008/06/25 10:14:04   18.4840   10.2223    0.0915 
2008/06/25 10:14:05   18.4831   10.2223    0.0916 
2008/06/25 10:14:06   18.4824   10.2225    0.0917 
2008/06/25 10:14:07   18.4820   10.2224    0.0917 
2008/06/25 10:14:08   18.4817   10.2222    0.0915 
2008/06/25 10:14:09   18.4819   10.2221    0.0914 
2008/06/25 10:14:10   18.4825   10.2222    0.0914 
2008/06/25 10:14:11   18.4838   10.2223    0.0915 
2008/06/25 10:14:12   18.4852   10.2222    0.0915 
2008/06/25 10:14:13   18.4865   10.2222    0.0915 
2008/06/25 10:14:14   18.4877   10.2223    0.0916 
2008/06/25 10:14:15   18.4889   10.2223    0.0916 
2008/06/25 10:14:16   18.4899   10.2222    0.0915 
2008/06/25 10:14:17   18.4907   10.2223    0.0915 
2008/06/25 10:14:18   18.4911   10.2223    0.0916 
2008/06/25 10:14:19   18.4911   10.2221    0.0914 
2008/06/25 10:14:20   18.4908   10.2222    0.0914 
2008/06/25 10:14:21   18.4901   10.2223    0.0915 
2008/06/25 10:14:22   18.4884   10.2222    0.0915 
2008/06/25 10:14:23   18.4873   10.2223    0.0915 
2008/06/25 10:14:24   18.4859   10.2224    0.0916 
2008/06/25 10:14:25   18.4855   10.2221    0.0914 
2008/06/25 10:14:26   18.4855   10.2221    0.0914 
2008/06/25 10:14:27   18.4861   10.2222    0.0915 
2008/06/25 10:14:28   18.4870   10.2222    0.0914 
2008/06/25 10:14:29   18.4878   10.2221    0.0913 
2008/06/25 10:14:30   18.4884   10.2223    0.0916 
2008/06/25 10:14:31   18.4890   10.2223    0.0916 
2008/06/25 10:14:32   18.4894   10.2223    0.0916 
2008/06/25 10:14:33   18.4896   10.2223    0.0916 
2008/06/25 10:14:34   18.4896   10.2222    0.0915 
2008/06/25 10:14:35   18.4898   10.2224    0.0917 
2008/06/25 10:14:36   18.4896   10.2223    0.0916 
2008/06/25 10:14:37   18.4894   10.2222    0.0914 
2008/06/25 10:14:38   18.4890   10.2222    0.0915 
2008/06/25 10:14:39   18.4886   10.2224    0.0916 
2008/06/25 10:14:40   18.4884   10.2224    0.0916 
2008/06/25 10:14:41   18.4883   10.2223    0.0916 
2008/06/25 10:14:42   18.4882   10.2225    0.0918 
2008/06/25 10:14:43   18.4886   10.2225    0.0917 
2008/06/25 10:14:44   18.4888   10.2223    0.0915 
2008/06/25 10:14:45   18.4889   10.2223    0.0916 
2008/06/25 10:14:46   18.4892   10.2223    0.0915 
2008/06/25 10:14:47   18.4891   10.2222    0.0915 
2008/06/25 10:14:48   18.4892   10.2223    0.0916 
2008/06/25 10:14:49   18.4894   10.2223    0.0915 
2008/06/25 10:14:50   18.4894   10.2224    0.0916 
2008/06/25 10:14:51   18.4896   10.2224    0.0917 
2008/06/25 10:14:52   18.4898   10.2224    0.0917 
2008/06/25 10:14:53   18.4901   10.2224    0.0917 
2008/06/25 10:14:54   18.4902   10.2225    0.0918 
2008/06/25 10:14:55   18.4903   10.2223    0.0916 
2008/06/25 10:14:56   18.4906   10.2224    0.0916 
2008/06/25 10:14:57   18.4907   10.2223    0.0916 
2008/06/25 10:14:58   18.4908   10.2224    0.0917 
2008/06/25 10:14:59   18.4908   10.2224    0.0917 
2008/06/25 10:15:00   18.4910   10.2223    0.0916 
2008/06/25 10:15:01   18.4908   10.2224    0.0917 
2008/06/25 10:15:02   18.4908   10.2222    0.0915 
2008/06/25 10:15:03   18.4908   10.2224    0.0917 
2008/06/25 10:15:04   18.4907   10.2225    0.0918 
2008/06/25 10:15:05   18.4906   10.2223    0.0916 
2008/06/25 10:15:06   18.4908   10.2224    0.0917 
2008/06/25 10:15:07   18.4908   10.2224    0.0916 
2008/06/25 10:15:08   18.4908   10.2225    0.0918 
2008/06/25 10:15:09   18.4909   10.2224    0.0917 
2008/06/25 10:15:10   18.4907   10.2223    0.0916 
2008/06/25 10:15:11   18.4907   10.2223    0.0916 
2008/06/25 10:15:12   18.4908   10.2226    0.0919 
2008/06/25 10:15:13   18.4908   10.2223    0.0915 
2008/06/25 10:15:14   18.4907   10.2225    0.0917 
2008/06/25 10:15:15   18.4905   10.2223    0.0915 
2008/06/25 10:15:16   18.4903   10.2224    0.0917 
2008/06/25 10:15:17   18.4900   10.2223    0.0916 
2008/06/25 10:15:18   18.4900   10.2224    0.0917 
2008/06/25 10:15:19   18.4898   10.2223    0.0916 
2008/06/25 10:15:20   18.4898   10.2224    0.0917 
2008/06/25 10:15:21   18.4895   10.2225    0.0918 
2008/06/25 10:15:22   18.4897   10.2225    0.0917 
2008/06/25 10:15:23   18.4895   10.2224    0.0917 
2008/06/25 10:15:24   18.4894   10.2225    0.0918 
2008/06/25 10:15:25   18.4893   10.2225    0.0917 
2008/06/25 10:15:26   18.4890   10.2223    0.0915 
2008/06/25 10:15:27   18.4887   10.2224    0.0917 
2008/06/25 10:15:28   18.4882   10.2224    0.0917 
2008/06/25 10:15:29   18.4879   10.2223    0.0916 
2008/06/25 10:15:30   18.4878   10.2224    0.0917 
2008/06/25 10:15:31   18.4874   10.2225    0.0917 
2008/06/25 10:15:32   18.4869   10.2223    0.0916 
2008/06/25 10:15:33   18.4866   10.2223    0.0915 
2008/06/25 10:15:34   18.4865   10.2226    0.0919 
2008/06/25 10:15:35   18.4866   10.2225    0.0918 
2008/06/25 10:15:36   18.4869   10.2224    0.0916 
2008/06/25 10:15:37   18.4871   10.2224    0.0917 
2008/06/25 10:15:38   18.4871   10.2224    0.0917 
2008/06/25 10:15:39   18.4872   10.2224    0.0917 
2008/06/25 10:15:40   18.4872   10.2226    0.0918 
2008/06/25 10:15:41   18.4873   10.2225    0.0918 
2008/06/25 10:15:42   18.4874   10.2223    0.0916 
2008/06/25 10:15:43   18.4875   10.2224    0.0917 
2008/06/25 10:15:44   18.4878   10.2225    0.0918 
2008/06/25 10:15:45   18.4878   10.2226    0.0919 
2008/06/25 10:15:46   18.4879   10.2225    0.0917 
2008/06/25 10:15:47   18.4878   10.2223    0.0916 
2008/06/25 10:15:48   18.4876   10.2225    0.0918 
2008/06/25 10:15:49   18.4877   10.2224    0.0917 
2008/06/25 10:15:50   18.4877   10.2225    0.0918 
2008/06/25 10:15:51   18.4875   10.2225    0.0918 
