BOTTLE,20000814WHPSIOJJW
#code : jjward hyd_to_exchange.pl V1.0
#original HYD file: p16chy.txt   Thu Aug 10 14:31:46 2000
#original SUM file: p16csu.txt   Thu Aug 10 14:31:46 2000
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W
,,,,,,,,,,,,DBARS,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,/MILLE,,UMOL/KG,,UMOL/KG,
   31WTTUNES_3,  P16C,   243,  1,     24,     24,2,19910908,1750, -6.4982,-151.0003, 4916,    616.8,   7.0797,  34.5791,2,  34.5820,2,     72.7,2,     72.0,2,    41.44,2,    35.14,2,     0.00,2,     2.37,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,     23,     23,2,19910908,1750, -6.4982,-151.0003, 4916,    715.6,   6.1968,  34.5500,2,  34.5486,2,     77.0,2,     76.6,2,    50.29,2,    37.57,2,     0.00,2,     2.60,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,     22,     22,2,19910908,1750, -6.4982,-151.0003, 4916,    818.0,   5.4597,  34.5384,2,  34.5374,2,     83.7,2,     81.0,2,    60.50,2,    38.67,2,     0.00,2,     2.67,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,     21,     21,2,19910908,1750, -6.4982,-151.0003, 4916,    923.1,   4.8592,  34.5372,2,  34.5374,2,     94.8,2,     94.9,2,    72.04,2,    37.84,2,     0.00,2,     2.62,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,     20,     20,2,19910908,1750, -6.4982,-151.0003, 4916,   1027.4,   4.3556,  34.5452,2,  34.5488,2,    102.6,2,    101.6,2,    79.92,2,    37.65,2,     0.00,2,     2.65,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,     19,     19,2,19910908,1750, -6.4982,-151.0003, 4916,   1179.7,   3.9188,  34.5628,2,  34.5590,2,    100.1,2,     98.4,2,    92.43,2,    38.10,2,     0.00,2,     2.66,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,     18,     18,2,19910908,1750, -6.4982,-151.0003, 4916,   1384.4,   3.3386,  34.5856,2,  34.5893,2,    104.4,2,    103.6,2,   108.60,2,    37.67,2,     0.00,2,     2.63,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,     17,     17,2,19910908,1750, -6.4982,-151.0003, 4916,   1590.0,   2.8425,  34.6026,2,  34.6046,2,    121.7,2,    119.8,2,   115.32,2,    37.87,2,     0.00,2,     2.66,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,     16,     16,2,19910908,1750, -6.4982,-151.0003, 4916,   1794.8,   2.5021,  34.6255,2,  34.6244,2,    116.5,2,    114.8,2,   128.40,2,    37.78,2,     0.00,2,     2.65,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,     15,     15,2,19910908,1750, -6.4982,-151.0003, 4916,   1999.4,   2.2612,  34.6394,2,  34.6425,2,    121.3,2,    121.5,2,   133.00,2,    37.09,2,     0.03,4,     2.57,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,     14,     14,2,19910908,1750, -6.4982,-151.0003, 4916,   2202.9,   2.0680,  34.6522,2,  34.6586,2,    124.7,2,    125.4,2,   138.38,2,    36.71,2,     0.00,2,     2.56,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,     13,     13,2,19910908,1750, -6.4982,-151.0003, 4916,   2409.1,   1.9443,  34.6609,2,  34.6612,2,    125.6,2,    127.1,2,   143.17,2,    36.61,2,     0.03,4,     2.55,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,     12,     12,2,19910908,1750, -6.4982,-151.0003, 4916,   2616.6,   1.8482,  34.6677,2,  34.6714,2,    130.4,2,    132.9,2,   143.92,2,    32.79,4,     0.01,2,     2.27,4, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,     11,     11,2,19910908,1750, -6.4982,-151.0003, 4916,   2822.3,   1.7770,  34.6730,2,  34.6724,2,    140.4,2,    140.8,2,   142.74,2,    34.83,4,     0.01,2,     2.40,4, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,     10,     10,2,19910908,1750, -6.4982,-151.0003, 4916,   3026.2,   1.7089,  34.6762,2,  34.6785,2,    144.7,2,    147.5,2,   141.17,2,    33.25,4,     0.01,2,     2.26,4, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,      9,      9,2,19910908,1750, -6.4982,-151.0003, 4916,   3230.5,   1.6320,  34.6804,2,  34.6793,2,    150.8,2,    151.4,2,   142.11,2,    33.03,4,     0.00,2,     2.21,4, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,      8,      8,2,19910908,1750, -6.4982,-151.0003, 4916,   3489.7,   1.5545,  34.6852,2,  34.6826,2,    156.4,2,    157.1,2,   141.51,2,    31.00,4,     0.00,2,     2.03,4, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,      7,      7,2,19910908,1750, -6.4982,-151.0003, 4916,   3749.4,   1.4922,  34.6889,2,  34.6928,2,    161.6,2,    163.3,2,   139.94,2,    35.36,2,     0.01,2,     2.40,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,      6,      6,2,19910908,1750, -6.4982,-151.0003, 4916,   4012.1,   1.4268,  34.6927,2,  34.6928,2,    169.9,2,    170.6,2,   137.22,2,    33.73,3,     0.01,2,     2.27,3, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,      5,      5,2,19910908,1750, -6.4982,-151.0003, 4916,   4274.3,   1.3689,  34.6969,2,  34.7044,3,    177.9,2,    178.4,2,   133.53,2,    33.66,3,     0.00,2,     2.28,3, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,      4,      4,2,19910908,1750, -6.4982,-151.0003, 4916,   4483.7,   1.3474,  34.6988,2,  34.6993,2,    183.2,2,    182.7,2,   131.40,2,    32.54,3,     0.04,4,     2.22,3, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,      3,      3,2,19910908,1750, -6.4982,-151.0003, 4916,   4745.9,   1.3468,  34.7000,2,  34.7038,2,    186.8,2,    186.4,2,   129.64,2,    32.43,3,     0.00,2,     2.20,3, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,      2,      2,3,19910908,1750, -6.4982,-151.0003, 4916,   5010.2,   1.3339,  34.7018,2,  34.7011,4,    190.8,2,    182.1,4,   132.29,4,    30.00,4,     0.01,4,     2.03,4, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   243,  1,      1,      1,2,19910908,1750, -6.4982,-151.0003, 4916,   5069.0,   1.3406,  34.7018,2,  34.7101,4,    190.3,2,    190.5,2,   128.23,2,    31.80,3,     0.00,2,     2.15,3, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     36,     36,2,19910909,0719, -6.0310,-151.0080, 5139,      6.2,  28.1518,  35.3415,2,  35.3374,2,    213.4,3,    216.0,2,     1.76,2,     3.36,2,     0.12,2,     0.50,2,    0.137,4,    0.084,4, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     35,     35,2,19910909,0719, -6.0310,-151.0080, 5139,     57.7,  28.0890,  35.3510,2,  35.3439,2,    210.6,2,    215.3,2,     1.76,2,     3.50,2,     0.12,2,     0.48,2,    1.655,2,    0.884,2, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     34,     34,2,19910909,0719, -6.0310,-151.0080, 5139,    107.7,  28.1248,  35.9341,2,  35.9435,2,    179.8,2,    179.5,2,     1.76,2,     2.67,2,     1.31,2,     0.66,2,    1.652,2,    0.884,2, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     33,     33,2,19910909,0719, -6.0310,-151.0080, 5139,    158.9,  22.9052,  36.2244,2,  36.2066,2,    169.9,2,    168.8,2,     1.18,2,     5.59,2,     0.02,2,     0.65,2,    1.853,2,    0.968,2, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     32,     32,2,19910909,0719, -6.0310,-151.0080, 5139,    208.7,  16.8716,  35.3750,2,  35.3399,2,    106.6,2,     98.0,2,     7.55,2,    16.86,2,     0.01,2,     1.53,2,    1.290,2,    0.680,2, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     31,     31,2,19910909,0719, -6.0310,-151.0080, 5139,    259.9,  12.3204,  34.9059,2,  34.9185,2,     68.0,2,     69.7,2,    16.65,2,    25.81,2,     0.00,2,     2.05,2,    0.469,2,    0.277,2, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     30,     30,2,19910909,0719, -6.0310,-151.0080, 5139,    311.7,  10.7321,  34.7906,2,  34.7815,2,     52.3,2,     48.7,2,    25.93,2,    32.07,2,     0.00,2,     2.29,2,   -0.013,4,   -0.005,4, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     29,     29,2,19910909,0719, -6.0310,-151.0080, 5139,    362.0,  10.0052,  34.7487,2,  34.7400,2,     36.5,2,     32.5,2,    30.39,2,    34.89,2,     0.00,2,     2.52,2,    0.060,6,    0.037,6, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     28,     28,2,19910909,0719, -6.0310,-151.0080, 5139,    413.3,   9.5005,  34.7165,2,  34.7020,2,     41.9,2,     58.8,2,    29.61,2,    33.76,2,     0.00,2,     2.39,2,    0.067,2,    0.045,2, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     27,     27,2,19910909,0719, -6.0310,-151.0080, 5139,    464.3,   9.0957,  34.6890,2,  34.6728,2,     63.4,2,     62.4,2,    31.36,2,    34.45,2,     0.00,2,     2.40,2,    0.046,2,    0.033,2, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     26,     26,2,19910909,0719, -6.0310,-151.0080, 5139,    515.7,   8.5388,  34.6543,2,  34.6366,2,     57.5,2,     56.3,2,    35.42,2,    36.68,2,     0.00,2,     2.56,2,    0.017,6,    0.013,6, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     25,     25,2,19910909,0719, -6.0310,-151.0080, 5139,    617.3,   7.4051,  34.5969,2,  34.5887,2,     52.6,2,     58.3,2,    44.12,2,    38.76,2,     0.00,2,     2.71,2,    0.007,2,    0.016,2, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     24,     24,2,19910909,0719, -6.0310,-151.0080, 5139,    721.3,   6.3230,  34.5528,2,  34.5480,2,     74.3,2,     74.6,2,    51.66,2,    39.15,2,     0.00,2,     2.90,4,   -0.001,2,    0.003,2, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     23,     23,2,19910909,0719, -6.0310,-151.0080, 5139,    821.5,   5.4406,  34.5384,2,  34.5356,2,     84.2,2,     83.9,2,    60.37,2,    39.19,2,     0.00,2,     2.82,2,   -0.003,6,    0.001,6, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     22,     22,2,19910909,0719, -6.0310,-151.0080, 5139,    923.6,   4.8505,  34.5416,2,  34.5378,2,     86.4,2,     85.4,2,    70.81,2,    39.78,2,     0.00,2,     2.80,2,   -0.003,2,    0.001,2, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     21,     21,2,19910909,0719, -6.0310,-151.0080, 5139,   1027.2,   4.3356,  34.5510,2,  34.5478,2,     93.5,2,     92.1,2,    78.93,2,    39.34,2,     0.00,2,     2.77,2,   -0.001,6,    0.001,6, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     20,     20,2,19910909,0719, -6.0310,-151.0080, 5139,   1179.6,   3.7387,  34.5693,2,  34.5673,2,    101.0,2,    100.4,2,    94.79,2,    39.00,2,     0.00,2,     2.79,2,    0.006,2,    0.007,2, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     19,     19,2,19910909,0719, -6.0310,-151.0080, 5139,   1385.8,   3.3230,  34.5863,2,  34.5826,2,    104.1,2,    104.6,2,   105.81,2,    38.95,2,     0.00,2,     2.78,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     18,     18,2,19910909,0719, -6.0310,-151.0080, 5139,   1590.0,   2.9509,  34.6031,2,  34.6040,2,    105.6,2,    104.4,2,   116.64,2,    39.13,3,     0.00,2,     2.82,3, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     17,     17,2,19910909,0719, -6.0310,-151.0080, 5139,   1794.4,   2.6392,  34.6167,2,  34.6211,2,    116.4,2,    116.8,2,   121.27,2,    38.21,2,     0.00,2,     2.68,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     16,     16,2,19910909,0719, -6.0310,-151.0080, 5139,   1997.4,   2.3223,  34.6351,2,  34.6417,2,    120.4,2,    120.4,2,   129.01,2,    38.17,2,     0.00,2,     2.70,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     15,     15,2,19910909,0719, -6.0310,-151.0080, 5139,   2199.2,   2.1280,  34.6484,2,  34.6492,2,    123.0,2,    124.6,2,   135.19,2,    37.92,2,     0.00,2,     2.68,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     14,     14,2,19910909,0719, -6.0310,-151.0080, 5139,   2351.8,   1.9913,  34.6571,2,  34.6565,2,    126.7,2,    131.0,2,   135.77,2,    37.48,2,     0.00,2,     2.64,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     13,     13,2,19910909,0719, -6.0310,-151.0080, 5139,   2500.0,   1.9235,  34.6625,2,  34.6690,3,    135.8,2,    134.2,2,   136.54,2,    37.27,2,     0.00,2,     2.57,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     12,     12,2,19910909,0719, -6.0310,-151.0080, 5139,   2648.3,   1.8308,  34.6684,2,  34.6677,2,    132.7,2,    132.5,2,   142.15,2,    37.23,2,     0.00,2,     2.58,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     11,     11,2,19910909,0719, -6.0310,-151.0080, 5139,   2797.1,   1.7762,  34.6725,2,  34.6726,2,    136.0,2,    135.1,2,   142.92,2,    37.07,2,     0.00,2,     2.58,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,     10,     10,2,19910909,0719, -6.0310,-151.0080, 5139,   2942.8,   1.7288,  34.6748,2,  34.6743,2,    139.4,2,    139.1,2,   143.50,2,    36.73,2,     0.00,2,     2.77,4, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,      9,      9,2,19910909,0719, -6.0310,-151.0080, 5139,   3187.7,   1.6176,  34.6806,2,  34.6920,4,    150.8,2,    150.4,2,   140.40,2,    36.05,2,     0.00,2,     2.59,4, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,      8,      8,2,19910909,0719, -6.0310,-151.0080, 5139,   3432.8,   1.5398,  34.6850,2,  34.6851,2,    158.2,2,    157.3,2,   139.63,2,    35.66,2,     0.00,2,     2.65,4, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,      7,      7,2,19910909,0719, -6.0310,-151.0080, 5139,   3685.0,   1.4942,  34.6882,2,  34.6891,2,    162.5,2,    161.6,2,   138.27,2,    35.42,2,     0.00,2,     2.45,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,      6,      6,2,19910909,0719, -6.0310,-151.0080, 5139,   3956.3,   1.4255,  34.6923,2,  34.6930,2,    170.3,2,    169.8,2,   135.18,2,    34.83,2,     0.00,2,     2.40,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,      5,      5,2,19910909,0719, -6.0310,-151.0080, 5139,   4221.7,   1.3597,  34.6964,2,  34.7044,3,    178.2,2,    177.4,2,   132.28,2,    34.11,2,     0.00,2,     2.37,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,      4,      4,2,19910909,0719, -6.0310,-151.0080, 5139,   4487.1,   1.3369,  34.6987,2,  34.6987,2,    184.7,2,    182.9,2,   129.00,2,    33.86,2,     0.00,2,     2.34,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,      3,      3,2,19910909,0719, -6.0310,-151.0080, 5139,   4753.9,   1.3287,  34.7006,2,  34.7050,2,    189.2,2,    187.7,2,   126.87,2,    33.47,2,     0.00,2,     2.32,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,      2,      2,3,19910909,0719, -6.0310,-151.0080, 5139,   5014.4,   1.3445,  34.7012,2,  34.7178,4,    191.2,2,    189.0,4,   126.09,4,    33.42,4,     0.00,4,     2.36,4, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   244,  3,      1,      1,2,19910909,0719, -6.0310,-151.0080, 5139,   5231.0,   1.3679,  34.7011,2,  34.7042,2,    190.8,2,    194.2,2,   125.70,2,    33.28,2,     0.00,2,     2.28,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   245,  1,     36,     36,2,19910909,1818, -5.4962,-151.0060, 4978,      5.8,  27.8949,  35.3136,2,  35.3106,2,    209.8,3,    212.4,2,     1.10,2,     4.03,2,     0.09,2,     0.52,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   245,  1,     35,     35,2,19910909,1818, -5.4962,-151.0060, 4978,     58.0,  27.9116,  35.3186,2,  35.3120,2,    207.2,2,    211.4,2,     1.09,2,     4.03,2,     0.09,2,     0.52,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   245,  1,     34,     34,2,19910909,1818, -5.4962,-151.0060, 4978,    106.6,  27.9087,  35.3620,2,  35.6036,2,    210.6,2,    204.5,2,     1.08,2,     2.90,2,     0.37,2,     0.53,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   245,  1,     33,     33,2,19910909,1818, -5.4962,-151.0060, 4978,    131.0,  27.3116,  36.2184,2,  36.2457,2,    175.8,2,    174.1,2,     0.87,2,     4.20,2,     0.33,2,     0.58,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   245,  1,     32,     32,2,19910909,1818, -5.4962,-151.0060, 4978,    156.7,  22.5500,  36.1310,2,  36.1988,2,    173.2,2,    172.4,2,     0.47,2,     5.42,2,     0.03,2,     0.64,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   245,  1,     31,     31,2,19910909,1818, -5.4962,-151.0060, 4978,    180.6,  20.5149,  35.8823,2,  36.0331,2,    164.6,2,    169.8,2,     0.65,2,     5.61,2,     0.03,2,     0.65,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   245,  1,     30,     30,2,19910909,1818, -5.4962,-151.0060, 4978,    204.5,  16.6866,  35.2822,2,  35.5413,2,     97.3,2,    125.5,2,     4.01,2,    12.21,2,     0.01,2,     1.10,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   245,  1,     29,     29,2,19910909,1818, -5.4962,-151.0060, 4978,    228.7,  13.4934,  35.0114,2,  35.2842,2,     64.7,2,     86.0,2,     8.54,2,    18.98,2,     0.01,2,     1.54,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   245,  1,     28,     28,2,19910909,1818, -5.4962,-151.0060, 4978,    253.7,  12.3380,  34.9008,2,  35.0272,2,     52.8,2,     65.3,2,    13.28,2,    24.00,2,     0.01,2,     1.89,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   245,  1,     27,     27,2,19910909,1818, -5.4962,-151.0060, 4978,    305.3,  10.9307,  34.8089,2,  34.8414,2,     67.6,2,     61.6,2,    21.18,2,    29.54,2,     0.01,2,     2.13,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   245,  1,     26,     26,2,19910909,1818, -5.4962,-151.0060, 4978,    407.2,   9.7559,  34.7280,2,  34.7341,2,     28.3,2,     29.1,2,    30.67,2,    35.39,2,     0.00,2,     2.54,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
   31WTTUNES_3,  P16C,   245,  1,     25,     25,2,19910909,1818, -5.4962,-151.0060, 4978,    507.7,   8.4941,  34.6589,2,  34.6653,2,     25.7,2,     26.6,2,    36.80,2,    38.56,2,     0.01,2,     2.71,2, -999.000,1, -999.000,1, -999.000,1,-999.0000,1,  -999.00,1,   -999.0,1,   -999.0,9,   -999.0,9
