Date,Time (GMT),Predicted (m),Preliminary (m),Verified (m)
2019/08/15,00:00,0.691,-,0.751
2019/08/15,00:06,0.708,-,0.777
2019/08/15,00:12,0.723,-,0.771
2019/08/15,00:18,0.738,-,0.801
2019/08/15,00:24,0.751,-,0.837
2019/08/15,00:30,0.762,-,0.863
2019/08/15,00:36,0.773,-,0.875
2019/08/15,00:42,0.781,-,0.895
2019/08/15,00:48,0.789,-,0.905
2019/08/15,00:54,0.794,-,0.915
2019/08/15,01:00,0.798,-,0.915
2019/08/15,01:06,0.801,-,0.909
2019/08/15,01:12,0.801,-,0.907
2019/08/15,01:18,0.8,-,0.923
2019/08/15,01:24,0.797,-,0.931
2019/08/15,01:30,0.792,-,0.935
2019/08/15,01:36,0.785,-,0.91
2019/08/15,01:42,0.776,-,0.895
2019/08/15,01:48,0.764,-,0.874
2019/08/15,01:54,0.751,-,0.854
2019/08/15,02:00,0.736,-,0.839
2019/08/15,02:06,0.718,-,0.842
2019/08/15,02:12,0.699,-,0.844
2019/08/15,02:18,0.677,-,0.82
2019/08/15,02:24,0.653,-,0.796
2019/08/15,02:30,0.628,-,0.778
2019/08/15,02:36,0.601,-,0.754
2019/08/15,02:42,0.572,-,0.729
2019/08/15,02:48,0.541,-,0.697
2019/08/15,02:54,0.509,-,0.659
2019/08/15,03:00,0.476,-,0.617
2019/08/15,03:06,0.441,-,0.568
2019/08/15,03:12,0.405,-,0.524
2019/08/15,03:18,0.369,-,0.496
2019/08/15,03:24,0.331,-,0.449
2019/08/15,03:30,0.293,-,0.389
2019/08/15,03:36,0.255,-,0.328
2019/08/15,03:42,0.216,-,0.284
2019/08/15,03:48,0.177,-,0.242
2019/08/15,03:54,0.137,-,0.202
2019/08/15,04:00,0.098,-,0.146
2019/08/15,04:06,0.059,-,0.087
2019/08/15,04:12,0.021,-,0.049
2019/08/15,04:18,-0.017,-,0.02
2019/08/15,04:24,-0.055,-,-0.034
2019/08/15,04:30,-0.092,-,-0.074
2019/08/15,04:36,-0.129,-,-0.119
2019/08/15,04:42,-0.165,-,-0.145
2019/08/15,04:48,-0.2,-,-0.16
2019/08/15,04:54,-0.234,-,-0.166
2019/08/15,05:00,-0.267,-,-0.196
2019/08/15,05:06,-0.3,-,-0.24
2019/08/15,05:12,-0.331,-,-0.274
2019/08/15,05:18,-0.361,-,-0.31
2019/08/15,05:24,-0.391,-,-0.328
2019/08/15,05:30,-0.419,-,-0.357
2019/08/15,05:36,-0.446,-,-0.379
2019/08/15,05:42,-0.471,-,-0.408
2019/08/15,05:48,-0.495,-,-0.431
2019/08/15,05:54,-0.518,-,-0.453
2019/08/15,06:00,-0.539,-,-0.472
2019/08/15,06:06,-0.559,-,-0.507
2019/08/15,06:12,-0.577,-,-0.522
2019/08/15,06:18,-0.594,-,-0.527
2019/08/15,06:24,-0.609,-,-0.528
2019/08/15,06:30,-0.621,-,-0.526
2019/08/15,06:36,-0.632,-,-0.538
2019/08/15,06:42,-0.641,-,-0.548
2019/08/15,06:48,-0.649,-,-0.545
2019/08/15,06:54,-0.654,-,-0.546
2019/08/15,07:00,-0.656,-,-0.549
2019/08/15,07:06,-0.657,-,-0.553
2019/08/15,07:12,-0.656,-,-0.551
2019/08/15,07:18,-0.653,-,-0.542
2019/08/15,07:24,-0.647,-,-0.549
2019/08/15,07:30,-0.64,-,-0.538
2019/08/15,07:36,-0.631,-,-0.55
2019/08/15,07:42,-0.62,-,-0.554
2019/08/15,07:48,-0.606,-,-0.538
2019/08/15,07:54,-0.592,-,-0.526
2019/08/15,08:00,-0.575,-,-0.514
2019/08/15,08:06,-0.557,-,-0.494
2019/08/15,08:12,-0.537,-,-0.48
2019/08/15,08:18,-0.516,-,-0.477
2019/08/15,08:24,-0.494,-,-0.469
2019/08/15,08:30,-0.471,-,-0.451
2019/08/15,08:36,-0.446,-,-0.424
2019/08/15,08:42,-0.421,-,-0.398
2019/08/15,08:48,-0.395,-,-0.383
2019/08/15,08:54,-0.368,-,-0.358
2019/08/15,09:00,-0.34,-,-0.326
2019/08/15,09:06,-0.312,-,-0.289
2019/08/15,09:12,-0.284,-,-0.259
2019/08/15,09:18,-0.255,-,-0.233
2019/08/15,09:24,-0.226,-,-0.207
2019/08/15,09:30,-0.197,-,-0.169
2019/08/15,09:36,-0.167,-,-0.14
2019/08/15,09:42,-0.138,-,-0.111
2019/08/15,09:48,-0.108,-,-0.084
2019/08/15,09:54,-0.079,-,-0.059
2019/08/15,10:00,-0.049,-,-0.024
2019/08/15,10:06,-0.02,-,0.016
2019/08/15,10:12,0.01,-,0.052
2019/08/15,10:18,0.039,-,0.074
2019/08/15,10:24,0.067,-,0.095
2019/08/15,10:30,0.096,-,0.12
2019/08/15,10:36,0.124,-,0.148
2019/08/15,10:42,0.152,-,0.182
2019/08/15,10:48,0.179,-,0.205
2019/08/15,10:54,0.206,-,0.235
2019/08/15,11:00,0.232,-,0.264
2019/08/15,11:06,0.257,-,0.303
2019/08/15,11:12,0.282,-,0.312
2019/08/15,11:18,0.307,-,0.344
2019/08/15,11:24,0.33,-,0.379
2019/08/15,11:30,0.353,-,0.395
2019/08/15,11:36,0.375,-,0.409
2019/08/15,11:42,0.396,-,0.461
2019/08/15,11:48,0.417,-,0.456
2019/08/15,11:54,0.436,-,0.477
2019/08/15,12:00,0.454,-,0.502
2019/08/15,12:06,0.472,-,0.523
2019/08/15,12:12,0.488,-,0.54
2019/08/15,12:18,0.503,-,0.561
2019/08/15,12:24,0.517,-,0.569
2019/08/15,12:30,0.53,-,0.585
2019/08/15,12:36,0.542,-,0.607
2019/08/15,12:42,0.552,-,0.607
2019/08/15,12:48,0.561,-,0.618
2019/08/15,12:54,0.569,-,0.628
2019/08/15,13:00,0.575,-,0.637
2019/08/15,13:06,0.58,-,0.64
2019/08/15,13:12,0.584,-,0.647
2019/08/15,13:18,0.586,-,0.665
2019/08/15,13:24,0.586,-,0.687
2019/08/15,13:30,0.585,-,0.669
2019/08/15,13:36,0.582,-,0.684
2019/08/15,13:42,0.577,-,0.678
2019/08/15,13:48,0.57,-,0.68
2019/08/15,13:54,0.562,-,0.655
2019/08/15,14:00,0.552,-,0.632
2019/08/15,14:06,0.54,-,0.628
2019/08/15,14:12,0.526,-,0.634
2019/08/15,14:18,0.51,-,0.636
2019/08/15,14:24,0.493,-,0.617
2019/08/15,14:30,0.473,-,0.594
2019/08/15,14:36,0.452,-,0.574
2019/08/15,14:42,0.429,-,0.556
2019/08/15,14:48,0.404,-,0.541
2019/08/15,14:54,0.378,-,0.506
2019/08/15,15:00,0.35,-,0.491
2019/08/15,15:06,0.321,-,0.466
2019/08/15,15:12,0.291,-,0.422
2019/08/15,15:18,0.259,-,0.384
2019/08/15,15:24,0.226,-,0.344
2019/08/15,15:30,0.193,-,0.314
2019/08/15,15:36,0.158,-,0.276
2019/08/15,15:42,0.123,-,0.24
2019/08/15,15:48,0.088,-,0.21
2019/08/15,15:54,0.052,-,0.178
2019/08/15,16:00,0.017,-,0.132
2019/08/15,16:06,-0.019,-,0.084
2019/08/15,16:12,-0.055,-,0.032
2019/08/15,16:18,-0.09,-,-0.011
2019/08/15,16:24,-0.125,-,-0.046
2019/08/15,16:30,-0.159,-,-0.082
2019/08/15,16:36,-0.192,-,-0.122
2019/08/15,16:42,-0.225,-,-0.168
2019/08/15,16:48,-0.257,-,-0.215
2019/08/15,16:54,-0.289,-,-0.24
2019/08/15,17:00,-0.319,-,-0.262
2019/08/15,17:06,-0.348,-,-0.287
2019/08/15,17:12,-0.376,-,-0.319
2019/08/15,17:18,-0.403,-,-0.354
2019/08/15,17:24,-0.429,-,-0.396
2019/08/15,17:30,-0.453,-,-0.423
2019/08/15,17:36,-0.477,-,-0.452
2019/08/15,17:42,-0.499,-,-0.483
2019/08/15,17:48,-0.52,-,-0.507
2019/08/15,17:54,-0.539,-,-0.519
2019/08/15,18:00,-0.557,-,-0.528
2019/08/15,18:06,-0.574,-,-0.549
2019/08/15,18:12,-0.59,-,-0.57
2019/08/15,18:18,-0.603,-,-0.572
2019/08/15,18:24,-0.616,-,-0.58
2019/08/15,18:30,-0.627,-,-0.591
2019/08/15,18:36,-0.636,-,-0.598
2019/08/15,18:42,-0.643,-,-0.612
2019/08/15,18:48,-0.649,-,-0.617
2019/08/15,18:54,-0.653,-,-0.61
2019/08/15,19:00,-0.655,-,-0.629
2019/08/15,19:06,-0.656,-,-0.633
2019/08/15,19:12,-0.654,-,-0.628
2019/08/15,19:18,-0.651,-,-0.613
2019/08/15,19:24,-0.646,-,-0.587
2019/08/15,19:30,-0.639,-,-0.594
2019/08/15,19:36,-0.63,-,-0.624
2019/08/15,19:42,-0.619,-,-0.616
2019/08/15,19:48,-0.606,-,-0.588
2019/08/15,19:54,-0.591,-,-0.565
2019/08/15,20:00,-0.575,-,-0.545
2019/08/15,20:06,-0.557,-,-0.537
2019/08/15,20:12,-0.538,-,-0.523
2019/08/15,20:18,-0.516,-,-0.497
2019/08/15,20:24,-0.494,-,-0.481
2019/08/15,20:30,-0.47,-,-0.48
2019/08/15,20:36,-0.445,-,-0.463
2019/08/15,20:42,-0.419,-,-0.425
2019/08/15,20:48,-0.391,-,-0.386
2019/08/15,20:54,-0.363,-,-0.35
2019/08/15,21:00,-0.334,-,-0.333
2019/08/15,21:06,-0.305,-,-0.313
2019/08/15,21:12,-0.274,-,-0.273
2019/08/15,21:18,-0.244,-,-0.233
2019/08/15,21:24,-0.212,-,-0.202
2019/08/15,21:30,-0.181,-,-0.181
2019/08/15,21:36,-0.149,-,-0.149
2019/08/15,21:42,-0.117,-,-0.114
2019/08/15,21:48,-0.085,-,-0.097
2019/08/15,21:54,-0.053,-,-0.076
2019/08/15,22:00,-0.021,-,-0.04
2019/08/15,22:06,0.011,-,0
2019/08/15,22:12,0.043,-,0.046
2019/08/15,22:18,0.074,-,0.087
2019/08/15,22:24,0.106,-,0.106
2019/08/15,22:30,0.137,-,0.146
2019/08/15,22:36,0.168,-,0.191
2019/08/15,22:42,0.199,-,0.225
2019/08/15,22:48,0.229,-,0.259
2019/08/15,22:54,0.259,-,0.278
2019/08/15,23:00,0.289,-,0.296
2019/08/15,23:06,0.318,-,0.331
2019/08/15,23:12,0.347,-,0.351
2019/08/15,23:18,0.375,-,0.368
2019/08/15,23:24,0.403,-,0.385
2019/08/15,23:30,0.43,-,0.415
2019/08/15,23:36,0.456,-,0.437
2019/08/15,23:42,0.482,-,0.472
2019/08/15,23:48,0.507,-,0.502
2019/08/15,23:54,0.532,-,0.531
2019/08/16,00:00,0.555,-,0.541
2019/08/16,00:06,0.578,-,0.558
2019/08/16,00:12,0.599,-,0.583
2019/08/16,00:18,0.62,-,0.62
2019/08/16,00:24,0.64,-,0.65
2019/08/16,00:30,0.659,-,0.665
2019/08/16,00:36,0.676,-,0.683
2019/08/16,00:42,0.693,-,0.715
2019/08/16,00:48,0.708,-,0.722
2019/08/16,00:54,0.723,-,0.739
2019/08/16,01:00,0.736,-,0.749
2019/08/16,01:06,0.748,-,0.758
2019/08/16,01:12,0.758,-,0.778
2019/08/16,01:18,0.767,-,0.803
2019/08/16,01:24,0.774,-,0.825
2019/08/16,01:30,0.78,-,0.833
2019/08/16,01:36,0.785,-,0.83
2019/08/16,01:42,0.788,-,0.839
2019/08/16,01:48,0.789,-,0.841
2019/08/16,01:54,0.788,-,0.838
2019/08/16,02:00,0.786,-,0.839
2019/08/16,02:06,0.782,-,0.843
2019/08/16,02:12,0.776,-,0.837
2019/08/16,02:18,0.768,-,0.827
2019/08/16,02:24,0.758,-,0.817
2019/08/16,02:30,0.746,-,0.805
2019/08/16,02:36,0.731,-,0.796
2019/08/16,02:42,0.715,-,0.799
2019/08/16,02:48,0.697,-,0.799
2019/08/16,02:54,0.677,-,0.772
2019/08/16,03:00,0.655,-,0.731
2019/08/16,03:06,0.63,-,0.682
2019/08/16,03:12,0.604,-,0.651
2019/08/16,03:18,0.576,-,0.62
2019/08/16,03:24,0.547,-,0.612
2019/08/16,03:30,0.515,-,0.592
2019/08/16,03:36,0.483,-,0.555
2019/08/16,03:42,0.448,-,0.512
2019/08/16,03:48,0.413,-,0.459
2019/08/16,03:54,0.376,-,0.421
2019/08/16,04:00,0.339,-,0.362
2019/08/16,04:06,0.301,-,0.313
2019/08/16,04:12,0.262,-,0.262
2019/08/16,04:18,0.222,-,0.201
2019/08/16,04:24,0.183,-,0.17
2019/08/16,04:30,0.143,-,0.131
2019/08/16,04:36,0.103,-,0.05
2019/08/16,04:42,0.063,-,0.043
2019/08/16,04:48,0.024,-,-0.006
2019/08/16,04:54,-0.015,-,-0.077
2019/08/16,05:00,-0.054,-,-0.124
2019/08/16,05:06,-0.091,-,-0.125
2019/08/16,05:12,-0.129,-,-0.158
2019/08/16,05:18,-0.165,-,-0.211
2019/08/16,05:24,-0.2,-,-0.264
2019/08/16,05:30,-0.235,-,-0.299
2019/08/16,05:36,-0.268,-,-0.31
2019/08/16,05:42,-0.301,-,-0.331
2019/08/16,05:48,-0.332,-,-0.364
2019/08/16,05:54,-0.362,-,-0.4
2019/08/16,06:00,-0.391,-,-0.45
2019/08/16,06:06,-0.419,-,-0.492
2019/08/16,06:12,-0.446,-,-0.518
2019/08/16,06:18,-0.471,-,-0.526
2019/08/16,06:24,-0.494,-,-0.54
2019/08/16,06:30,-0.517,-,-0.558
2019/08/16,06:36,-0.538,-,-0.581
2019/08/16,06:42,-0.557,-,-0.599
2019/08/16,06:48,-0.575,-,-0.592
2019/08/16,06:54,-0.591,-,-0.63
2019/08/16,07:00,-0.605,-,-0.63
2019/08/16,07:06,-0.618,-,-0.649
2019/08/16,07:12,-0.629,-,-0.655
2019/08/16,07:18,-0.638,-,-0.673
2019/08/16,07:24,-0.645,-,-0.68
2019/08/16,07:30,-0.651,-,-0.673
2019/08/16,07:36,-0.654,-,-0.679
2019/08/16,07:42,-0.655,-,-0.701
2019/08/16,07:48,-0.655,-,-0.714
2019/08/16,07:54,-0.652,-,-0.702
2019/08/16,08:00,-0.647,-,-0.698
2019/08/16,08:06,-0.641,-,-0.695
2019/08/16,08:12,-0.632,-,-0.689
2019/08/16,08:18,-0.621,-,-0.689
2019/08/16,08:24,-0.609,-,-0.682
2019/08/16,08:30,-0.595,-,-0.673
2019/08/16,08:36,-0.579,-,-0.655
2019/08/16,08:42,-0.561,-,-0.629
2019/08/16,08:48,-0.542,-,-0.604
2019/08/16,08:54,-0.521,-,-0.588
2019/08/16,09:00,-0.499,-,-0.569
2019/08/16,09:06,-0.476,-,-0.537
2019/08/16,09:12,-0.452,-,-0.506
2019/08/16,09:18,-0.426,-,-0.48
2019/08/16,09:24,-0.4,-,-0.452
2019/08/16,09:30,-0.373,-,-0.418
2019/08/16,09:36,-0.345,-,-0.385
2019/08/16,09:42,-0.317,-,-0.341
2019/08/16,09:48,-0.288,-,-0.346
2019/08/16,09:54,-0.259,-,-0.305
2019/08/16,10:00,-0.229,-,-0.277
2019/08/16,10:06,-0.2,-,-0.258
2019/08/16,10:12,-0.17,-,-0.244
2019/08/16,10:18,-0.14,-,-0.21
2019/08/16,10:24,-0.11,-,-0.153
2019/08/16,10:30,-0.08,-,-0.178
2019/08/16,10:36,-0.05,-,-0.112
2019/08/16,10:42,-0.02,-,-0.077
2019/08/16,10:48,0.009,-,-0.032
2019/08/16,10:54,0.039,-,-0.001
2019/08/16,11:00,0.068,-,0.035
2019/08/16,11:06,0.096,-,0.065
2019/08/16,11:12,0.125,-,0.083
2019/08/16,11:18,0.152,-,0.127
2019/08/16,11:24,0.18,-,0.158
2019/08/16,11:30,0.207,-,0.182
2019/08/16,11:36,0.233,-,0.214
2019/08/16,11:42,0.259,-,0.231
2019/08/16,11:48,0.285,-,0.261
2019/08/16,11:54,0.309,-,0.283
2019/08/16,12:00,0.333,-,0.304
2019/08/16,12:06,0.356,-,0.33
2019/08/16,12:12,0.379,-,0.356
2019/08/16,12:18,0.4,-,0.37
2019/08/16,12:24,0.421,-,0.368
2019/08/16,12:30,0.441,-,0.407
2019/08/16,12:36,0.459,-,0.43
2019/08/16,12:42,0.477,-,0.465
2019/08/16,12:48,0.494,-,0.486
2019/08/16,12:54,0.509,-,0.5
2019/08/16,13:00,0.524,-,0.517
2019/08/16,13:06,0.537,-,0.532
2019/08/16,13:12,0.549,-,0.55
2019/08/16,13:18,0.56,-,0.555
2019/08/16,13:24,0.57,-,0.565
2019/08/16,13:30,0.578,-,0.556
2019/08/16,13:36,0.585,-,0.536
2019/08/16,13:42,0.591,-,0.592
2019/08/16,13:48,0.595,-,0.6
2019/08/16,13:54,0.598,-,0.574
2019/08/16,14:00,0.599,-,0.636
2019/08/16,14:06,0.598,-,0.619
2019/08/16,14:12,0.596,-,0.599
2019/08/16,14:18,0.593,-,0.593
2019/08/16,14:24,0.587,-,0.589
2019/08/16,14:30,0.58,-,0.599
2019/08/16,14:36,0.571,-,0.606
2019/08/16,14:42,0.561,-,0.579
2019/08/16,14:48,0.548,-,0.558
2019/08/16,14:54,0.534,-,0.553
2019/08/16,15:00,0.518,-,0.545
2019/08/16,15:06,0.5,-,0.534
2019/08/16,15:12,0.48,-,0.51
2019/08/16,15:18,0.458,-,0.48
2019/08/16,15:24,0.435,-,0.461
2019/08/16,15:30,0.41,-,0.431
2019/08/16,15:36,0.383,-,0.403
2019/08/16,15:42,0.355,-,0.377
2019/08/16,15:48,0.325,-,0.341
2019/08/16,15:54,0.294,-,0.309
2019/08/16,16:00,0.262,-,0.277
2019/08/16,16:06,0.229,-,0.241
2019/08/16,16:12,0.195,-,0.206
2019/08/16,16:18,0.16,-,0.161
2019/08/16,16:24,0.125,-,0.112
2019/08/16,16:30,0.089,-,0.071
2019/08/16,16:36,0.052,-,0.03
2019/08/16,16:42,0.016,-,-0.009
2019/08/16,16:48,-0.02,-,-0.049
2019/08/16,16:54,-0.056,-,-0.101
2019/08/16,17:00,-0.092,-,-0.154
2019/08/16,17:06,-0.127,-,-0.193
2019/08/16,17:12,-0.162,-,-0.236
2019/08/16,17:18,-0.196,-,-0.285
2019/08/16,17:24,-0.229,-,-0.323
2019/08/16,17:30,-0.261,-,-0.348
2019/08/16,17:36,-0.292,-,-0.387
2019/08/16,17:42,-0.322,-,-0.415
2019/08/16,17:48,-0.351,-,-0.434
2019/08/16,17:54,-0.379,-,-0.466
2019/08/16,18:00,-0.405,-,-0.492
2019/08/16,18:06,-0.43,-,-0.512
2019/08/16,18:12,-0.454,-,-0.534
2019/08/16,18:18,-0.476,-,-0.549
2019/08/16,18:24,-0.497,-,-0.555
2019/08/16,18:30,-0.517,-,-0.585
2019/08/16,18:36,-0.535,-,-0.619
2019/08/16,18:42,-0.552,-,-0.638
2019/08/16,18:48,-0.567,-,-0.659
2019/08/16,18:54,-0.581,-,-0.681
2019/08/16,19:00,-0.593,-,-0.696
2019/08/16,19:06,-0.604,-,-0.71
2019/08/16,19:12,-0.613,-,-0.712
2019/08/16,19:18,-0.621,-,-0.719
2019/08/16,19:24,-0.627,-,-0.723
2019/08/16,19:30,-0.631,-,-0.725
2019/08/16,19:36,-0.634,-,-0.722
2019/08/16,19:42,-0.635,-,-0.725
2019/08/16,19:48,-0.634,-,-0.72
2019/08/16,19:54,-0.631,-,-0.696
2019/08/16,20:00,-0.627,-,-0.698
2019/08/16,20:06,-0.621,-,-0.7
2019/08/16,20:12,-0.613,-,-0.693
2019/08/16,20:18,-0.603,-,-0.687
2019/08/16,20:24,-0.592,-,-0.677
2019/08/16,20:30,-0.579,-,-0.665
2019/08/16,20:36,-0.564,-,-0.653
2019/08/16,20:42,-0.547,-,-0.638
2019/08/16,20:48,-0.529,-,-0.612
2019/08/16,20:54,-0.509,-,-0.593
2019/08/16,21:00,-0.488,-,-0.573
2019/08/16,21:06,-0.465,-,-0.556
2019/08/16,21:12,-0.441,-,-0.538
2019/08/16,21:18,-0.416,-,-0.5
2019/08/16,21:24,-0.39,-,-0.454
2019/08/16,21:30,-0.362,-,-0.428
2019/08/16,21:36,-0.334,-,-0.407
2019/08/16,21:42,-0.305,-,-0.389
2019/08/16,21:48,-0.276,-,-0.363
2019/08/16,21:54,-0.246,-,-0.331
2019/08/16,22:00,-0.215,-,-0.302
2019/08/16,22:06,-0.184,-,-0.281
2019/08/16,22:12,-0.153,-,-0.256
2019/08/16,22:18,-0.122,-,-0.207
2019/08/16,22:24,-0.09,-,-0.16
2019/08/16,22:30,-0.058,-,-0.132
2019/08/16,22:36,-0.027,-,-0.108
2019/08/16,22:42,0.005,-,-0.074
2019/08/16,22:48,0.036,-,-0.035
2019/08/16,22:54,0.067,-,0.003
2019/08/16,23:00,0.098,-,0.033
2019/08/16,23:06,0.129,-,0.051
2019/08/16,23:12,0.16,-,0.077
2019/08/16,23:18,0.19,-,0.13
2019/08/16,23:24,0.22,-,0.162
2019/08/16,23:30,0.249,-,0.186
2019/08/16,23:36,0.278,-,0.207
2019/08/16,23:42,0.307,-,0.251
2019/08/16,23:48,0.335,-,0.282
2019/08/16,23:54,0.362,-,0.3
2019/08/17,00:00,0.389,-,0.342
2019/08/17,00:06,0.416,-,0.374
2019/08/17,00:12,0.442,-,0.379
2019/08/17,00:18,0.467,-,0.405
2019/08/17,00:24,0.491,-,0.435
2019/08/17,00:30,0.515,-,0.455
2019/08/17,00:36,0.538,-,0.47
2019/08/17,00:42,0.56,-,0.493
2019/08/17,00:48,0.581,-,0.505
2019/08/17,00:54,0.602,-,0.517
2019/08/17,01:00,0.621,-,0.527
2019/08/17,01:06,0.639,-,0.549
2019/08/17,01:12,0.657,-,0.576
2019/08/17,01:18,0.673,-,0.597
2019/08/17,01:24,0.688,-,0.609
2019/08/17,01:30,0.702,-,0.626
2019/08/17,01:36,0.714,-,0.635
2019/08/17,01:42,0.725,-,0.642
2019/08/17,01:48,0.736,-,0.658
2019/08/17,01:54,0.744,-,0.669
2019/08/17,02:00,0.751,-,0.676
2019/08/17,02:06,0.757,-,0.678
2019/08/17,02:12,0.762,-,0.684
2019/08/17,02:18,0.764,-,0.704
2019/08/17,02:24,0.766,-,0.726
2019/08/17,02:30,0.765,-,0.729
2019/08/17,02:36,0.763,-,0.723
2019/08/17,02:42,0.759,-,0.737
2019/08/17,02:48,0.753,-,0.717
2019/08/17,02:54,0.746,-,0.711
2019/08/17,03:00,0.736,-,0.7
2019/08/17,03:06,0.725,-,0.675
2019/08/17,03:12,0.712,-,0.661
2019/08/17,03:18,0.696,-,0.652
2019/08/17,03:24,0.679,-,0.651
2019/08/17,03:30,0.66,-,0.649
2019/08/17,03:36,0.639,-,0.633
2019/08/17,03:42,0.616,-,0.608
2019/08/17,03:48,0.59,-,0.584
2019/08/17,03:54,0.564,-,0.559
2019/08/17,04:00,0.535,-,0.539
2019/08/17,04:06,0.505,-,0.505
2019/08/17,04:12,0.473,-,0.466
2019/08/17,04:18,0.439,-,0.425
2019/08/17,04:24,0.404,-,0.387
2019/08/17,04:30,0.368,-,0.362
2019/08/17,04:36,0.331,-,0.322
2019/08/17,04:42,0.293,-,0.266
2019/08/17,04:48,0.255,-,0.211
2019/08/17,04:54,0.216,-,0.188
2019/08/17,05:00,0.176,-,0.107
2019/08/17,05:06,0.136,-,0.093
2019/08/17,05:12,0.096,-,0.068
2019/08/17,05:18,0.056,-,-0.002
2019/08/17,05:24,0.016,-,-0.041
2019/08/17,05:30,-0.023,-,-0.109
2019/08/17,05:36,-0.062,-,-0.169
2019/08/17,05:42,-0.1,-,-0.209
2019/08/17,05:48,-0.137,-,-0.241
2019/08/17,05:54,-0.174,-,-0.29
2019/08/17,06:00,-0.209,-,-0.337
2019/08/17,06:06,-0.243,-,-0.387
2019/08/17,06:12,-0.277,-,-0.429
2019/08/17,06:18,-0.309,-,-0.46
2019/08/17,06:24,-0.339,-,-0.479
2019/08/17,06:30,-0.369,-,-0.506
2019/08/17,06:36,-0.397,-,-0.519
2019/08/17,06:42,-0.424,-,-0.571
2019/08/17,06:48,-0.449,-,-0.549
2019/08/17,06:54,-0.473,-,-0.597
2019/08/17,07:00,-0.495,-,-0.628
2019/08/17,07:06,-0.516,-,-0.648
2019/08/17,07:12,-0.536,-,-0.667
2019/08/17,07:18,-0.554,-,-0.684
2019/08/17,07:24,-0.57,-,-0.689
2019/08/17,07:30,-0.585,-,-0.692
2019/08/17,07:36,-0.598,-,-0.714
2019/08/17,07:42,-0.61,-,-0.74
2019/08/17,07:48,-0.62,-,-0.763
2019/08/17,07:54,-0.628,-,-0.764
2019/08/17,08:00,-0.634,-,-0.756
2019/08/17,08:06,-0.639,-,-0.752
2019/08/17,08:12,-0.642,-,-0.764
2019/08/17,08:18,-0.643,-,-0.756
2019/08/17,08:24,-0.642,-,-0.771
2019/08/17,08:30,-0.639,-,-0.773
2019/08/17,08:36,-0.635,-,-0.761
2019/08/17,08:42,-0.628,-,-0.738
2019/08/17,08:48,-0.62,-,-0.74
2019/08/17,08:54,-0.61,-,-0.737
2019/08/17,09:00,-0.598,-,-0.705
2019/08/17,09:06,-0.584,-,-0.732
2019/08/17,09:12,-0.569,-,-0.654
2019/08/17,09:18,-0.552,-,-0.685
2019/08/17,09:24,-0.533,-,-0.649
2019/08/17,09:30,-0.513,-,-0.63
2019/08/17,09:36,-0.492,-,-0.59
2019/08/17,09:42,-0.469,-,-0.566
2019/08/17,09:48,-0.445,-,-0.554
2019/08/17,09:54,-0.42,-,-0.531
2019/08/17,10:00,-0.394,-,-0.505
2019/08/17,10:06,-0.367,-,-0.485
2019/08/17,10:12,-0.34,-,-0.459
2019/08/17,10:18,-0.311,-,-0.438
2019/08/17,10:24,-0.283,-,-0.408
2019/08/17,10:30,-0.254,-,-0.375
2019/08/17,10:36,-0.224,-,-0.361
2019/08/17,10:42,-0.194,-,-0.323
2019/08/17,10:48,-0.164,-,-0.297
2019/08/17,10:54,-0.135,-,-0.261
2019/08/17,11:00,-0.105,-,-0.221
2019/08/17,11:06,-0.075,-,-0.189
2019/08/17,11:12,-0.045,-,-0.162
2019/08/17,11:18,-0.015,-,-0.134
2019/08/17,11:24,0.014,-,-0.098
2019/08/17,11:30,0.044,-,-0.07
2019/08/17,11:36,0.072,-,-0.047
2019/08/17,11:42,0.101,-,-0.023
2019/08/17,11:48,0.129,-,0.005
2019/08/17,11:54,0.157,-,0.038
2019/08/17,12:00,0.184,-,0.065
2019/08/17,12:06,0.211,-,0.089
2019/08/17,12:12,0.238,-,0.114
2019/08/17,12:18,0.263,-,0.142
2019/08/17,12:24,0.289,-,0.171
2019/08/17,12:30,0.313,-,0.201
2019/08/17,12:36,0.337,-,0.224
2019/08/17,12:42,0.36,-,0.244
2019/08/17,12:48,0.383,-,0.267
2019/08/17,12:54,0.404,-,0.286
2019/08/17,13:00,0.425,-,0.308
2019/08/17,13:06,0.445,-,0.327
2019/08/17,13:12,0.464,-,0.347
2019/08/17,13:18,0.481,-,0.374
2019/08/17,13:24,0.498,-,0.395
2019/08/17,13:30,0.514,-,0.404
2019/08/17,13:36,0.529,-,0.409
2019/08/17,13:42,0.542,-,0.424
2019/08/17,13:48,0.555,-,0.45
2019/08/17,13:54,0.566,-,0.47
2019/08/17,14:00,0.575,-,0.479
2019/08/17,14:06,0.584,-,0.482
2019/08/17,14:12,0.591,-,0.483
2019/08/17,14:18,0.597,-,0.485
2019/08/17,14:24,0.602,-,0.496
2019/08/17,14:30,0.605,-,0.506
2019/08/17,14:36,0.606,-,0.511
2019/08/17,14:42,0.606,-,0.512
2019/08/17,14:48,0.605,-,0.517
2019/08/17,14:54,0.602,-,0.52
2019/08/17,15:00,0.597,-,0.515
2019/08/17,15:06,0.591,-,0.511
2019/08/17,15:12,0.583,-,0.513
2019/08/17,15:18,0.573,-,0.521
2019/08/17,15:24,0.562,-,0.496
2019/08/17,15:30,0.548,-,0.469
