Date,Time (GMT),Predicted (m),Preliminary (m),Verified (m)
2019/08/17,15:36,0.534,-,0.441
2019/08/17,15:42,0.517,-,0.394
2019/08/17,15:48,0.498,-,0.405
2019/08/17,15:54,0.478,-,0.379
2019/08/17,16:00,0.456,-,0.342
2019/08/17,16:06,0.432,-,0.314
2019/08/17,16:12,0.407,-,0.322
2019/08/17,16:18,0.38,-,0.299
2019/08/17,16:24,0.352,-,0.264
2019/08/17,16:30,0.322,-,0.223
2019/08/17,16:36,0.291,-,0.182
2019/08/17,16:42,0.258,-,0.142
2019/08/17,16:48,0.225,-,0.088
2019/08/17,16:54,0.191,-,0.051
2019/08/17,17:00,0.156,-,-0.011
2019/08/17,17:06,0.12,-,-0.064
2019/08/17,17:12,0.084,-,-0.105
2019/08/17,17:18,0.048,-,-0.136
2019/08/17,17:24,0.012,-,-0.178
2019/08/17,17:30,-0.025,-,-0.203
2019/08/17,17:36,-0.061,-,-0.218
2019/08/17,17:42,-0.096,-,-0.256
2019/08/17,17:48,-0.131,-,-0.307
2019/08/17,17:54,-0.166,-,-0.356
2019/08/17,18:00,-0.199,-,-0.39
2019/08/17,18:06,-0.232,-,-0.412
2019/08/17,18:12,-0.263,-,-0.435
2019/08/17,18:18,-0.294,-,-0.466
2019/08/17,18:24,-0.323,-,-0.509
2019/08/17,18:30,-0.351,-,-0.524
2019/08/17,18:36,-0.377,-,-0.562
2019/08/17,18:42,-0.402,-,-0.593
2019/08/17,18:48,-0.426,-,-0.614
2019/08/17,18:54,-0.448,-,-0.634
2019/08/17,19:00,-0.469,-,-0.657
2019/08/17,19:06,-0.488,-,-0.694
2019/08/17,19:12,-0.506,-,-0.727
2019/08/17,19:18,-0.522,-,-0.756
2019/08/17,19:24,-0.537,-,-0.785
2019/08/17,19:30,-0.55,-,-0.8
2019/08/17,19:36,-0.562,-,-0.804
2019/08/17,19:42,-0.572,-,-0.812
2019/08/17,19:48,-0.58,-,-0.829
2019/08/17,19:54,-0.588,-,-0.837
2019/08/17,20:00,-0.593,-,-0.828
2019/08/17,20:06,-0.597,-,-0.829
2019/08/17,20:12,-0.6,-,-0.839
2019/08/17,20:18,-0.601,-,-0.842
2019/08/17,20:24,-0.6,-,-0.837
2019/08/17,20:30,-0.598,-,-0.83
2019/08/17,20:36,-0.594,-,-0.821
2019/08/17,20:42,-0.589,-,-0.832
2019/08/17,20:48,-0.582,-,-0.848
2019/08/17,20:54,-0.573,-,-0.815
2019/08/17,21:00,-0.563,-,-0.793
2019/08/17,21:06,-0.551,-,-0.806
2019/08/17,21:12,-0.537,-,-0.773
2019/08/17,21:18,-0.522,-,-0.765
2019/08/17,21:24,-0.505,-,-0.751
2019/08/17,21:30,-0.487,-,-0.74
2019/08/17,21:36,-0.468,-,-0.728
2019/08/17,21:42,-0.447,-,-0.689
2019/08/17,21:48,-0.425,-,-0.669
2019/08/17,21:54,-0.401,-,-0.643
2019/08/17,22:00,-0.377,-,-0.613
2019/08/17,22:06,-0.351,-,-0.575
2019/08/17,22:12,-0.324,-,-0.542
2019/08/17,22:18,-0.297,-,-0.513
2019/08/17,22:24,-0.269,-,-0.486
2019/08/17,22:30,-0.24,-,-0.456
2019/08/17,22:36,-0.211,-,-0.431
2019/08/17,22:42,-0.181,-,-0.4
2019/08/17,22:48,-0.151,-,-0.375
2019/08/17,22:54,-0.121,-,-0.344
2019/08/17,23:00,-0.091,-,-0.308
2019/08/17,23:06,-0.06,-,-0.27
2019/08/17,23:12,-0.03,-,-0.233
2019/08/17,23:18,0.001,-,-0.196
2019/08/17,23:24,0.031,-,-0.159
2019/08/17,23:30,0.062,-,-0.128
2019/08/17,23:36,0.092,-,-0.088
2019/08/17,23:42,0.121,-,-0.05
2019/08/17,23:48,0.151,-,-0.03
2019/08/17,23:54,0.18,-,0.028
2019/08/18,00:00,0.209,-,0.054
2019/08/18,00:06,0.237,-,0.079
2019/08/18,00:12,0.265,-,0.112
2019/08/18,00:18,0.293,-,0.143
2019/08/18,00:24,0.32,-,0.178
2019/08/18,00:30,0.346,-,0.211
2019/08/18,00:36,0.372,-,0.229
2019/08/18,00:42,0.398,-,0.253
2019/08/18,00:48,0.423,-,0.273
2019/08/18,00:54,0.447,-,0.305
2019/08/18,01:00,0.47,-,0.335
2019/08/18,01:06,0.493,-,0.357
2019/08/18,01:12,0.515,-,0.382
2019/08/18,01:18,0.536,-,0.4
2019/08/18,01:24,0.557,-,0.407
2019/08/18,01:30,0.576,-,0.409
2019/08/18,01:36,0.595,-,0.425
2019/08/18,01:42,0.613,-,0.448
2019/08/18,01:48,0.629,-,0.473
2019/08/18,01:54,0.645,-,0.487
2019/08/18,02:00,0.659,-,0.499
2019/08/18,02:06,0.672,-,0.505
2019/08/18,02:12,0.684,-,0.528
2019/08/18,02:18,0.695,-,0.545
2019/08/18,02:24,0.704,-,0.565
2019/08/18,02:30,0.712,-,0.578
2019/08/18,02:36,0.719,-,0.586
2019/08/18,02:42,0.724,-,0.596
2019/08/18,02:48,0.728,-,0.601
2019/08/18,02:54,0.731,-,0.611
2019/08/18,03:00,0.731,-,0.617
2019/08/18,03:06,0.731,-,0.599
2019/08/18,03:12,0.728,-,0.576
2019/08/18,03:18,0.724,-,0.56
2019/08/18,03:24,0.719,-,0.589
2019/08/18,03:30,0.711,-,0.631
2019/08/18,03:36,0.702,-,0.627
2019/08/18,03:42,0.691,-,0.623
2019/08/18,03:48,0.679,-,0.639
2019/08/18,03:54,0.664,-,0.621
2019/08/18,04:00,0.647,-,0.562
2019/08/18,04:06,0.629,-,0.503
2019/08/18,04:12,0.609,-,0.491
2019/08/18,04:18,0.587,-,0.499
2019/08/18,04:24,0.563,-,0.47
2019/08/18,04:30,0.537,-,0.412
2019/08/18,04:36,0.51,-,0.384
2019/08/18,04:42,0.481,-,0.39
2019/08/18,04:48,0.45,-,0.386
2019/08/18,04:54,0.418,-,0.341
2019/08/18,05:00,0.384,-,0.283
2019/08/18,05:06,0.349,-,0.244
2019/08/18,05:12,0.313,-,0.23
2019/08/18,05:18,0.276,-,0.207
2019/08/18,05:24,0.239,-,0.159
2019/08/18,05:30,0.2,-,0.109
2019/08/18,05:36,0.161,-,0.056
2019/08/18,05:42,0.122,-,0.01
2019/08/18,05:48,0.082,-,-0.031
2019/08/18,05:54,0.043,-,-0.068
2019/08/18,06:00,0.004,-,-0.11
2019/08/18,06:06,-0.035,-,-0.142
2019/08/18,06:12,-0.073,-,-0.177
2019/08/18,06:18,-0.111,-,-0.225
2019/08/18,06:24,-0.148,-,-0.267
2019/08/18,06:30,-0.184,-,-0.324
2019/08/18,06:36,-0.219,-,-0.371
2019/08/18,06:42,-0.253,-,-0.389
2019/08/18,06:48,-0.285,-,-0.419
2019/08/18,06:54,-0.317,-,-0.468
2019/08/18,07:00,-0.346,-,-0.512
2019/08/18,07:06,-0.375,-,-0.54
2019/08/18,07:12,-0.402,-,-0.554
2019/08/18,07:18,-0.427,-,-0.57
2019/08/18,07:24,-0.451,-,-0.588
2019/08/18,07:30,-0.473,-,-0.599
2019/08/18,07:36,-0.494,-,-0.612
2019/08/18,07:42,-0.514,-,-0.616
2019/08/18,07:48,-0.531,-,-0.639
2019/08/18,07:54,-0.547,-,-0.666
2019/08/18,08:00,-0.562,-,-0.691
2019/08/18,08:06,-0.575,-,-0.706
2019/08/18,08:12,-0.587,-,-0.711
2019/08/18,08:18,-0.597,-,-0.718
2019/08/18,08:24,-0.605,-,-0.72
2019/08/18,08:30,-0.612,-,-0.726
2019/08/18,08:36,-0.617,-,-0.73
2019/08/18,08:42,-0.62,-,-0.735
2019/08/18,08:48,-0.622,-,-0.737
2019/08/18,08:54,-0.622,-,-0.736
2019/08/18,09:00,-0.621,-,-0.735
2019/08/18,09:06,-0.618,-,-0.724
2019/08/18,09:12,-0.613,-,-0.714
2019/08/18,09:18,-0.607,-,-0.709
2019/08/18,09:24,-0.599,-,-0.702
2019/08/18,09:30,-0.589,-,-0.69
2019/08/18,09:36,-0.577,-,-0.674
2019/08/18,09:42,-0.564,-,-0.647
2019/08/18,09:48,-0.549,-,-0.619
2019/08/18,09:54,-0.533,-,-0.604
2019/08/18,10:00,-0.515,-,-0.589
2019/08/18,10:06,-0.496,-,-0.572
2019/08/18,10:12,-0.476,-,-0.54
2019/08/18,10:18,-0.454,-,-0.526
2019/08/18,10:24,-0.431,-,-0.513
2019/08/18,10:30,-0.406,-,-0.492
2019/08/18,10:36,-0.381,-,-0.471
2019/08/18,10:42,-0.355,-,-0.444
2019/08/18,10:48,-0.328,-,-0.418
2019/08/18,10:54,-0.301,-,-0.396
2019/08/18,11:00,-0.273,-,-0.373
2019/08/18,11:06,-0.244,-,-0.347
2019/08/18,11:12,-0.215,-,-0.322
2019/08/18,11:18,-0.186,-,-0.29
2019/08/18,11:24,-0.156,-,-0.256
2019/08/18,11:30,-0.127,-,-0.228
2019/08/18,11:36,-0.097,-,-0.205
2019/08/18,11:42,-0.067,-,-0.172
2019/08/18,11:48,-0.038,-,-0.143
2019/08/18,11:54,-0.008,-,-0.114
2019/08/18,12:00,0.021,-,-0.083
2019/08/18,12:06,0.05,-,-0.057
2019/08/18,12:12,0.078,-,-0.034
2019/08/18,12:18,0.107,-,-0.004
2019/08/18,12:24,0.135,-,0.027
2019/08/18,12:30,0.162,-,0.048
2019/08/18,12:36,0.189,-,0.074
2019/08/18,12:42,0.216,-,0.112
2019/08/18,12:48,0.242,-,0.149
2019/08/18,12:54,0.267,-,0.171
2019/08/18,13:00,0.292,-,0.191
2019/08/18,13:06,0.317,-,0.214
2019/08/18,13:12,0.34,-,0.245
2019/08/18,13:18,0.363,-,0.285
2019/08/18,13:24,0.385,-,0.312
2019/08/18,13:30,0.407,-,0.332
2019/08/18,13:36,0.427,-,0.35
2019/08/18,13:42,0.447,-,0.375
2019/08/18,13:48,0.466,-,0.401
2019/08/18,13:54,0.484,-,0.417
2019/08/18,14:00,0.5,-,0.434
2019/08/18,14:06,0.516,-,0.451
2019/08/18,14:12,0.531,-,0.47
2019/08/18,14:18,0.544,-,0.476
2019/08/18,14:24,0.557,-,0.492
2019/08/18,14:30,0.568,-,0.51
2019/08/18,14:36,0.578,-,0.523
2019/08/18,14:42,0.587,-,0.527
2019/08/18,14:48,0.594,-,0.543
2019/08/18,14:54,0.6,-,0.557
2019/08/18,15:00,0.605,-,0.563
2019/08/18,15:06,0.608,-,0.571
2019/08/18,15:12,0.61,-,0.575
2019/08/18,15:18,0.61,-,0.572
2019/08/18,15:24,0.609,-,0.573
2019/08/18,15:30,0.606,-,0.579
2019/08/18,15:36,0.602,-,0.577
2019/08/18,15:42,0.596,-,0.566
2019/08/18,15:48,0.589,-,0.561
2019/08/18,15:54,0.58,-,0.557
2019/08/18,16:00,0.569,-,0.553
2019/08/18,16:06,0.557,-,0.543
2019/08/18,16:12,0.543,-,0.53
2019/08/18,16:18,0.528,-,0.52
2019/08/18,16:24,0.511,-,0.506
2019/08/18,16:30,0.492,-,0.488
2019/08/18,16:36,0.471,-,0.459
2019/08/18,16:42,0.449,-,0.436
2019/08/18,16:48,0.425,-,0.407
2019/08/18,16:54,0.4,-,0.385
2019/08/18,17:00,0.373,-,0.355
2019/08/18,17:06,0.345,-,0.326
2019/08/18,17:12,0.316,-,0.287
2019/08/18,17:18,0.285,-,0.254
2019/08/18,17:24,0.253,-,0.223
2019/08/18,17:30,0.22,-,0.181
2019/08/18,17:36,0.187,-,0.148
2019/08/18,17:42,0.152,-,0.117
2019/08/18,17:48,0.117,-,0.089
2019/08/18,17:54,0.082,-,0.061
2019/08/18,18:00,0.046,-,0.015
2019/08/18,18:06,0.011,-,-0.035
2019/08/18,18:12,-0.025,-,-0.081
2019/08/18,18:18,-0.06,-,-0.111
2019/08/18,18:24,-0.095,-,-0.134
2019/08/18,18:30,-0.129,-,-0.172
2019/08/18,18:36,-0.162,-,-0.224
2019/08/18,18:42,-0.195,-,-0.253
2019/08/18,18:48,-0.226,-,-0.289
2019/08/18,18:54,-0.257,-,-0.314
2019/08/18,19:00,-0.286,-,-0.34
2019/08/18,19:06,-0.314,-,-0.367
2019/08/18,19:12,-0.34,-,-0.382
2019/08/18,19:18,-0.365,-,-0.413
2019/08/18,19:24,-0.389,-,-0.45
2019/08/18,19:30,-0.411,-,-0.473
2019/08/18,19:36,-0.431,-,-0.491
2019/08/18,19:42,-0.45,-,-0.512
2019/08/18,19:48,-0.467,-,-0.545
2019/08/18,19:54,-0.483,-,-0.561
2019/08/18,20:00,-0.497,-,-0.576
2019/08/18,20:06,-0.509,-,-0.585
2019/08/18,20:12,-0.52,-,-0.592
2019/08/18,20:18,-0.53,-,-0.593
2019/08/18,20:24,-0.538,-,-0.604
2019/08/18,20:30,-0.545,-,-0.648
2019/08/18,20:36,-0.55,-,-0.624
2019/08/18,20:42,-0.554,-,-0.622
2019/08/18,20:48,-0.556,-,-0.633
2019/08/18,20:54,-0.557,-,-0.631
2019/08/18,21:00,-0.556,-,-0.627
2019/08/18,21:06,-0.554,-,-0.638
2019/08/18,21:12,-0.551,-,-0.635
2019/08/18,21:18,-0.546,-,-0.63
2019/08/18,21:24,-0.54,-,-0.616
2019/08/18,21:30,-0.533,-,-0.595
2019/08/18,21:36,-0.524,-,-0.589
2019/08/18,21:42,-0.513,-,-0.58
2019/08/18,21:48,-0.501,-,-0.573
2019/08/18,21:54,-0.488,-,-0.552
2019/08/18,22:00,-0.473,-,-0.541
2019/08/18,22:06,-0.457,-,-0.528
2019/08/18,22:12,-0.44,-,-0.505
2019/08/18,22:18,-0.421,-,-0.481
2019/08/18,22:24,-0.401,-,-0.463
2019/08/18,22:30,-0.38,-,-0.44
2019/08/18,22:36,-0.358,-,-0.418
2019/08/18,22:42,-0.334,-,-0.398
2019/08/18,22:48,-0.31,-,-0.37
2019/08/18,22:54,-0.285,-,-0.333
2019/08/18,23:00,-0.259,-,-0.309
2019/08/18,23:06,-0.233,-,-0.292
2019/08/18,23:12,-0.205,-,-0.265
2019/08/18,23:18,-0.178,-,-0.229
2019/08/18,23:24,-0.149,-,-0.192
2019/08/18,23:30,-0.121,-,-0.162
2019/08/18,23:36,-0.092,-,-0.138
2019/08/18,23:42,-0.063,-,-0.106
2019/08/18,23:48,-0.034,-,-0.07
2019/08/18,23:54,-0.005,-,-0.035
2019/08/19,00:00,0.024,-,-0.004
2019/08/19,00:06,0.052,-,0.038
2019/08/19,00:12,0.081,-,0.055
2019/08/19,00:18,0.11,-,0.092
2019/08/19,00:24,0.138,-,0.119
2019/08/19,00:30,0.166,-,0.143
2019/08/19,00:36,0.193,-,0.17
2019/08/19,00:42,0.22,-,0.2
2019/08/19,00:48,0.247,-,0.232
2019/08/19,00:54,0.273,-,0.264
2019/08/19,01:00,0.299,-,0.293
2019/08/19,01:06,0.324,-,0.316
2019/08/19,01:12,0.349,-,0.336
2019/08/19,01:18,0.373,-,0.351
2019/08/19,01:24,0.397,-,0.379
2019/08/19,01:30,0.42,-,0.411
2019/08/19,01:36,0.443,-,0.437
2019/08/19,01:42,0.464,-,0.45
2019/08/19,01:48,0.485,-,0.463
2019/08/19,01:54,0.506,-,0.491
2019/08/19,02:00,0.525,-,0.5
2019/08/19,02:06,0.544,-,0.523
2019/08/19,02:12,0.561,-,0.55
2019/08/19,02:18,0.578,-,0.573
2019/08/19,02:24,0.594,-,0.586
2019/08/19,02:30,0.608,-,0.599
2019/08/19,02:36,0.622,-,0.621
2019/08/19,02:42,0.634,-,0.635
2019/08/19,02:48,0.646,-,0.647
2019/08/19,02:54,0.656,-,0.657
2019/08/19,03:00,0.664,-,0.669
2019/08/19,03:06,0.672,-,0.678
2019/08/19,03:12,0.678,-,0.683
2019/08/19,03:18,0.683,-,0.678
2019/08/19,03:24,0.686,-,0.673
2019/08/19,03:30,0.688,-,0.683
2019/08/19,03:36,0.689,-,0.691
2019/08/19,03:42,0.688,-,0.696
2019/08/19,03:48,0.685,-,0.696
2019/08/19,03:54,0.681,-,0.692
2019/08/19,04:00,0.675,-,0.686
2019/08/19,04:06,0.668,-,0.682
2019/08/19,04:12,0.659,-,0.681
2019/08/19,04:18,0.648,-,0.665
2019/08/19,04:24,0.636,-,0.656
2019/08/19,04:30,0.622,-,0.643
2019/08/19,04:36,0.606,-,0.631
2019/08/19,04:42,0.589,-,0.615
2019/08/19,04:48,0.57,-,0.592
2019/08/19,04:54,0.549,-,0.57
2019/08/19,05:00,0.527,-,0.551
2019/08/19,05:06,0.502,-,0.529
2019/08/19,05:12,0.477,-,0.48
2019/08/19,05:18,0.449,-,0.485
2019/08/19,05:24,0.42,-,0.446
2019/08/19,05:30,0.39,-,0.416
2019/08/19,05:36,0.358,-,0.381
2019/08/19,05:42,0.325,-,0.35
2019/08/19,05:48,0.291,-,0.315
2019/08/19,05:54,0.256,-,0.26
2019/08/19,06:00,0.219,-,0.214
2019/08/19,06:06,0.183,-,0.173
2019/08/19,06:12,0.145,-,0.125
2019/08/19,06:18,0.107,-,0.082
2019/08/19,06:24,0.069,-,0.041
2019/08/19,06:30,0.031,-,0.01
2019/08/19,06:36,-0.007,-,-0.023
2019/08/19,06:42,-0.045,-,-0.064
2019/08/19,06:48,-0.082,-,-0.096
2019/08/19,06:54,-0.119,-,-0.132
2019/08/19,07:00,-0.155,-,-0.172
2019/08/19,07:06,-0.19,-,-0.211
2019/08/19,07:12,-0.224,-,-0.246
2019/08/19,07:18,-0.257,-,-0.281
2019/08/19,07:24,-0.289,-,-0.322
2019/08/19,07:30,-0.319,-,-0.358
2019/08/19,07:36,-0.348,-,-0.383
2019/08/19,07:42,-0.376,-,-0.404
2019/08/19,07:48,-0.402,-,-0.411
2019/08/19,07:54,-0.426,-,-0.444
2019/08/19,08:00,-0.449,-,-0.472
2019/08/19,08:06,-0.47,-,-0.498
2019/08/19,08:12,-0.489,-,-0.503
2019/08/19,08:18,-0.507,-,-0.5
2019/08/19,08:24,-0.523,-,-0.515
2019/08/19,08:30,-0.538,-,-0.538
2019/08/19,08:36,-0.551,-,-0.567
2019/08/19,08:42,-0.562,-,-0.583
2019/08/19,08:48,-0.572,-,-0.585
2019/08/19,08:54,-0.58,-,-0.582
2019/08/19,09:00,-0.587,-,-0.577
2019/08/19,09:06,-0.593,-,-0.58
2019/08/19,09:12,-0.597,-,-0.579
2019/08/19,09:18,-0.599,-,-0.58
2019/08/19,09:24,-0.6,-,-0.578
2019/08/19,09:30,-0.599,-,-0.579
2019/08/19,09:36,-0.597,-,-0.58
2019/08/19,09:42,-0.594,-,-0.571
2019/08/19,09:48,-0.589,-,-0.564
2019/08/19,09:54,-0.582,-,-0.547
2019/08/19,10:00,-0.574,-,-0.525
2019/08/19,10:06,-0.565,-,-0.511
2019/08/19,10:12,-0.554,-,-0.499
2019/08/19,10:18,-0.541,-,-0.503
2019/08/19,10:24,-0.528,-,-0.509
2019/08/19,10:30,-0.512,-,-0.456
2019/08/19,10:36,-0.495,-,-0.483
2019/08/19,10:42,-0.477,-,-0.433
2019/08/19,10:48,-0.458,-,-0.42
2019/08/19,10:54,-0.437,-,-0.393
2019/08/19,11:00,-0.415,-,-0.373
2019/08/19,11:06,-0.392,-,-0.345
2019/08/19,11:12,-0.368,-,-0.319
2019/08/19,11:18,-0.343,-,-0.293
2019/08/19,11:24,-0.318,-,-0.307
2019/08/19,11:30,-0.291,-,-0.253
2019/08/19,11:36,-0.264,-,-0.227
2019/08/19,11:42,-0.236,-,-0.189
2019/08/19,11:48,-0.208,-,-0.168
2019/08/19,11:54,-0.179,-,-0.145
2019/08/19,12:00,-0.15,-,-0.112
2019/08/19,12:06,-0.121,-,-0.091
2019/08/19,12:12,-0.092,-,-0.054
2019/08/19,12:18,-0.062,-,-0.025
2019/08/19,12:24,-0.033,-,-0.002
2019/08/19,12:30,-0.004,-,0.023
2019/08/19,12:36,0.025,-,0.058
2019/08/19,12:42,0.054,-,0.098
2019/08/19,12:48,0.082,-,0.123
2019/08/19,12:54,0.11,-,0.153
2019/08/19,13:00,0.138,-,0.183
2019/08/19,13:06,0.165,-,0.201
2019/08/19,13:12,0.192,-,0.231
2019/08/19,13:18,0.218,-,0.26
2019/08/19,13:24,0.244,-,0.294
2019/08/19,13:30,0.269,-,0.315
2019/08/19,13:36,0.294,-,0.34
2019/08/19,13:42,0.318,-,0.379
2019/08/19,13:48,0.342,-,0.405
2019/08/19,13:54,0.364,-,0.428
2019/08/19,14:00,0.386,-,0.462
2019/08/19,14:06,0.408,-,0.469
2019/08/19,14:12,0.428,-,0.476
2019/08/19,14:18,0.448,-,0.507
2019/08/19,14:24,0.466,-,0.515
2019/08/19,14:30,0.484,-,0.531
2019/08/19,14:36,0.501,-,0.556
2019/08/19,14:42,0.517,-,0.578
2019/08/19,14:48,0.531,-,0.604
2019/08/19,14:54,0.545,-,0.6
2019/08/19,15:00,0.557,-,0.634
2019/08/19,15:06,0.569,-,0.645
2019/08/19,15:12,0.579,-,0.652
2019/08/19,15:18,0.587,-,0.663
2019/08/19,15:24,0.595,-,0.681
2019/08/19,15:30,0.601,-,0.682
2019/08/19,15:36,0.606,-,0.682
2019/08/19,15:42,0.609,-,0.686
2019/08/19,15:48,0.611,-,0.69
2019/08/19,15:54,0.612,-,0.698
2019/08/19,16:00,0.611,-,0.697
2019/08/19,16:06,0.609,-,0.694
2019/08/19,16:12,0.605,-,0.692
2019/08/19,16:18,0.6,-,0.693
2019/08/19,16:24,0.594,-,0.686
2019/08/19,16:30,0.585,-,0.668
2019/08/19,16:36,0.576,-,0.66
2019/08/19,16:42,0.565,-,0.659
2019/08/19,16:48,0.552,-,0.663
2019/08/19,16:54,0.538,-,0.655
2019/08/19,17:00,0.522,-,0.644
2019/08/19,17:06,0.505,-,0.622
2019/08/19,17:12,0.486,-,0.591
2019/08/19,17:18,0.465,-,0.56
2019/08/19,17:24,0.444,-,0.538
2019/08/19,17:30,0.42,-,0.507
2019/08/19,17:36,0.396,-,0.48
2019/08/19,17:42,0.369,-,0.454
2019/08/19,17:48,0.342,-,0.435
2019/08/19,17:54,0.314,-,0.403
2019/08/19,18:00,0.284,-,0.363
2019/08/19,18:06,0.253,-,0.319
2019/08/19,18:12,0.221,-,0.276
2019/08/19,18:18,0.189,-,0.241
2019/08/19,18:24,0.156,-,0.219
2019/08/19,18:30,0.122,-,0.164
2019/08/19,18:36,0.088,-,0.133
2019/08/19,18:42,0.054,-,0.097
2019/08/19,18:48,0.02,-,0.063
2019/08/19,18:54,-0.014,-,0.048
2019/08/19,19:00,-0.048,-,0.02
2019/08/19,19:06,-0.081,-,-0.047
2019/08/19,19:12,-0.114,-,-0.098
2019/08/19,19:18,-0.146,-,-0.117
2019/08/19,19:24,-0.177,-,-0.126
2019/08/19,19:30,-0.208,-,-0.171
2019/08/19,19:36,-0.237,-,-0.17
2019/08/19,19:42,-0.264,-,-0.225
2019/08/19,19:48,-0.291,-,-0.262
2019/08/19,19:54,-0.316,-,-0.295
2019/08/19,20:00,-0.339,-,-0.317
2019/08/19,20:06,-0.361,-,-0.341
2019/08/19,20:12,-0.382,-,-0.363
2019/08/19,20:18,-0.401,-,-0.402
2019/08/19,20:24,-0.418,-,-0.382
2019/08/19,20:30,-0.434,-,-0.387
2019/08/19,20:36,-0.448,-,-0.398
2019/08/19,20:42,-0.46,-,-0.411
2019/08/19,20:48,-0.471,-,-0.422
2019/08/19,20:54,-0.481,-,-0.428
2019/08/19,21:00,-0.489,-,-0.446
2019/08/19,21:06,-0.495,-,-0.455
2019/08/19,21:12,-0.501,-,-0.458
2019/08/19,21:18,-0.505,-,-0.455
2019/08/19,21:24,-0.507,-,-0.469
2019/08/19,21:30,-0.508,-,-0.467
2019/08/19,21:36,-0.508,-,-0.464
2019/08/19,21:42,-0.507,-,-0.457
2019/08/19,21:48,-0.505,-,-0.469
2019/08/19,21:54,-0.501,-,-0.472
2019/08/19,22:00,-0.496,-,-0.467
2019/08/19,22:06,-0.49,-,-0.462
2019/08/19,22:12,-0.482,-,-0.458
2019/08/19,22:18,-0.473,-,-0.438
2019/08/19,22:24,-0.463,-,-0.416
2019/08/19,22:30,-0.452,-,-0.399
2019/08/19,22:36,-0.44,-,-0.359
2019/08/19,22:42,-0.426,-,-0.336
2019/08/19,22:48,-0.411,-,-0.325
2019/08/19,22:54,-0.395,-,-0.321
2019/08/19,23:00,-0.378,-,-0.294
2019/08/19,23:06,-0.36,-,-0.265
2019/08/19,23:12,-0.34,-,-0.237
2019/08/19,23:18,-0.32,-,-0.212
2019/08/19,23:24,-0.298,-,-0.204
2019/08/19,23:30,-0.276,-,-0.169
2019/08/19,23:36,-0.253,-,-0.146
2019/08/19,23:42,-0.229,-,-0.14
2019/08/19,23:48,-0.204,-,-0.091
2019/08/19,23:54,-0.179,-,-0.077
2019/08/20,00:00,-0.153,-,-0.078
2019/08/20,00:06,-0.126,-,-0.041
2019/08/20,00:12,-0.1,-,-0.018
2019/08/20,00:18,-0.073,-,0.017
2019/08/20,00:24,-0.046,-,0.07
2019/08/20,00:30,-0.018,-,0.091
2019/08/20,00:36,0.009,-,0.089
2019/08/20,00:42,0.036,-,0.114
2019/08/20,00:48,0.064,-,0.158
2019/08/20,00:54,0.091,-,0.189
2019/08/20,01:00,0.117,-,0.209
2019/08/20,01:06,0.144,-,0.231
2019/08/20,01:12,0.17,-,0.262
2019/08/20,01:18,0.196,-,0.293
2019/08/20,01:24,0.222,-,0.318
2019/08/20,01:30,0.247,-,0.339
2019/08/20,01:36,0.271,-,0.36
2019/08/20,01:42,0.296,-,0.387
2019/08/20,01:48,0.319,-,0.414
2019/08/20,01:54,0.343,-,0.44
2019/08/20,02:00,0.365,-,0.455
2019/08/20,02:06,0.387,-,0.472
2019/08/20,02:12,0.408,-,0.494
2019/08/20,02:18,0.429,-,0.51
2019/08/20,02:24,0.449,-,0.515
2019/08/20,02:30,0.468,-,0.528
2019/08/20,02:36,0.487,-,0.553
2019/08/20,02:42,0.505,-,0.591
2019/08/20,02:48,0.521,-,0.586
2019/08/20,02:54,0.537,-,0.612
2019/08/20,03:00,0.552,-,0.633
2019/08/20,03:06,0.566,-,0.656
2019/08/20,03:12,0.579,-,0.671
2019/08/20,03:18,0.591,-,0.69
2019/08/20,03:24,0.601,-,0.693
2019/08/20,03:30,0.611,-,0.7
2019/08/20,03:36,0.619,-,0.713
2019/08/20,03:42,0.626,-,0.718
2019/08/20,03:48,0.631,-,0.736
2019/08/20,03:54,0.636,-,0.755
2019/08/20,04:00,0.639,-,0.757
2019/08/20,04:06,0.64,-,0.747
2019/08/20,04:12,0.641,-,0.742
2019/08/20,04:18,0.64,-,0.754
2019/08/20,04:24,0.637,-,0.737
2019/08/20,04:30,0.633,-,0.722
2019/08/20,04:36,0.627,-,0.73
2019/08/20,04:42,0.62,-,0.723
2019/08/20,04:48,0.612,-,0.717
2019/08/20,04:54,0.602,-,0.698
2019/08/20,05:00,0.59,-,0.691
2019/08/20,05:06,0.577,-,0.684
2019/08/20,05:12,0.563,-,0.675
2019/08/20,05:18,0.546,-,0.659
2019/08/20,05:24,0.529,-,0.644
2019/08/20,05:30,0.509,-,0.621
2019/08/20,05:36,0.489,-,0.577
2019/08/20,05:42,0.466,-,0.575
2019/08/20,05:48,0.442,-,0.548
2019/08/20,05:54,0.417,-,0.512
2019/08/20,06:00,0.39,-,0.474
2019/08/20,06:06,0.362,-,0.436
2019/08/20,06:12,0.333,-,0.397
2019/08/20,06:18,0.302,-,0.355
2019/08/20,06:24,0.271,-,0.322
2019/08/20,06:30,0.238,-,0.28
2019/08/20,06:36,0.204,-,0.225
2019/08/20,06:42,0.17,-,0.182
2019/08/20,06:48,0.135,-,0.146
2019/08/20,06:54,0.099,-,0.116
2019/08/20,07:00,0.063,-,0.085
2019/08/20,07:06,0.027,-,0.035
